Sample,Sample type,Virus status,Timepoint,Treatment,IL_2ra,MIG,MIP_1b,IL_6,IFN_a2,IFN_g,SDF_1a,IL_1ra,MCP_3,IL_16,IL_12_p40,LIF,TNF_b,IL_5,GM_CSF,MIF,TNF_a,RANTES,IL_2,IL_1b,IL_18,Eotaxin,Basic FGF,VEGF,b_NGF,PDGF_BB,IP_10,IL_13,IL_4,MCP_1,IL_8,MIP_1a,IL_10,G_CSF,GRO_a,HGF,IL_1a,IL_3,SCF,TRAIL,M_CSF,CTACK,IL_15,IL_7,IL_12_p70,IL_17,IL_9,SCFG_b
Unknown11,Primary Macrophages,Not infected,8,oxLDL,11.02670255,53.7572333,2468.287433,11.09574693,14.68383038,353.5528226,52.19235466,7210.389573,96.55235581,27.81219558,53.33780358,60.39230155,28.7873899,65.13760342,2.494573651,339.8286587,214.3318837,28.27601556,5.67343325,2.701038188,10.93233331,6.048676668,21.32822427,912.7580177,17.83153784,53.92451157,1734.698214,0.106331088,10.44963303,8800,37400.69703,530.0579438,30.00532313,3829.084066,2397.008162,306.2715663,24.36190181,1.001556341,14.10391106,18.74069273,112.6565324,14.52034651,105.4214426,15.99434781,2.230168107,9.441445968,24.06533581,4923.641558
Unknown12,Primary Macrophages,Not infected,8,oxLDL,5.935258633,43.12678415,444.7189314,4.434163461,8.919740517,223.1424991,48.76547993,3122.977999,73.83893537,69.69435588,47.90157552,33.92272171,20.1739027,30.11737322,1.495025658,623.463265,48.51934987,7.438803704,2.777903883,1.215853559,4.614045351,3.595444892,12.97745262,420.3757361,20.20468963,28.7439336,4027.756155,0.210225185,5.815568151,8800,10717.59758,26.77878305,11.98832612,692.6526258,622.149818,1332.146455,10.50031052,0.515583015,7.901619371,12.30178063,23.39043616,12.2001582,75.33202464,10.02741508,1.472939865,3.908148526,15.96032916,3157.560646
Unknown13,Primary Macrophages,Not infected,8,oxLDL,9.943276138,48.88800663,1017.763136,6.429915277,15.10383359,265.4556943,55.5957183,4333.004016,37.62385484,70.26850934,64.08486219,51.06244567,22.31664387,43.2879284,2.189397614,524.3287937,116.0296677,13.45277631,5.074856216,1.699489595,10.2609315,4.781462239,20.09333128,828.2038872,22.38536432,35.02261477,1644.238548,0.158560962,9.362263797,8800,21002.62085,176.9031568,22.05463227,2556.515347,1214.231978,984.6427908,22.42902125,0.818221477,11.9512644,13.93868104,128.951832,16.83337987,94.91005124,18.10249787,1.748737339,7.339443192,17.89634324,3024.348154
Unknown10,Primary Macrophages,Not infected,8,oxLDL,9.39858492,47.2512934,1224.503559,26.20261561,12.97533676,277.1934637,79.70776645,4616.307976,209.9282302,32.61297166,53.33780358,44.14112038,26.28258558,41.53522638,1.962825008,333.7815778,172.5368544,22.64982177,4.471433602,1.79629266,4.376080166,4.592935852,17.51414318,721.1227717,16.54935647,35.02261477,8611.03412,0.106331088,8.533709588,8800,14776.68849,124.8701126,19.23222305,1927.804086,3837.545644,670.9538379,20.8271621,0.677479958,11.74537532,14.43776741,31.69677976,13.3612244,80.0337952,11.6844151,1.472939865,6.536003518,21.94862266,3917.152598
Unknown11,Primary Macrophages,Not infected,8,oxLDL,9.262074812,48.88800663,2296.406789,12.24074756,13.40698865,364.0240742,64.01279258,7822.135652,132.6382127,29.68453294,54.68988368,59.77375678,30.61464286,46.35311478,2.13314765,338.4478207,234.6102191,34.29032372,6.267883042,2.377654111,11.18483065,5.666729557,20.34297128,981.6573526,18.2609108,42.62051476,2259.858663,0.079915913,10.3822062,8800,16273.57187,515.2636149,33.94624986,2871.794425,2637.464776,317.8425908,26.95601972,0.909340249,13.3881249,15.18299966,124.3728889,18.37194603,92.74704596,12.77543525,1.610913929,8.34148743,24.27646823,5971.514807
Unknown12,Primary Macrophages,Not infected,8,oxLDL,7.056521804,45.60726861,463.2345194,4.72053579,10.76459561,212.0726992,56.44310779,3285.111682,99.98877298,77.58332054,62.74971692,32.63030964,16.58232673,35.39315339,1.673049114,638.2995652,53.5701695,7.633619765,3.555048575,1.280302483,5.252449308,3.348403418,12.67129261,534.5088919,23.92402195,30.29189344,5935.020422,0.210225185,5.815568151,8800,10561.8743,32.79745928,12.87106621,895.0961084,674.5012656,1593.282309,13.26800167,0.527845289,7.059765273,11.66502191,27.03441735,9.871378077,83.10125725,15.99434781,1.196448295,4.720182083,12.48566717,3950.890594
Unknown13,Primary Macrophages,Not infected,8,oxLDL,8.714599429,53.7572333,983.8507275,7.281317063,15.93609422,266.1245373,60.66065163,4150.828593,48.89788226,80.71539912,66.7486808,50.43623439,25.14704083,45.47760068,2.301165571,558.021636,129.8641924,18.11449453,6.119624617,1.957688278,11.52208714,4.718571457,19.2083888,723.3580492,27.0291586,36.62710616,2232.462852,0.312403749,9.908274114,8800,14668.94357,237.813259,24.25630472,2032.306609,1344.828507,1116.819865,20.1887874,0.652240271,11.64236867,14.43776741,142.8259557,14.52034651,94.91005124,16.52395538,1.886428054,7.439751989,19.39438777,4011.733069
Unknown26,Primary Macrophages,Infected,8,oxLDL,9.807300364,50.51771545,736.706368,21.52586405,16.34854756,288.3238386,74.78858964,7058.628226,606.6999815,23.89953799,79.95051677,102.7933155,22.20368494,28.35605704,2.68544719,1261.805244,143.4254557,18.643433,4.622790518,1.989976015,3.199725972,5.223009081,19.84229747,2304.054953,44.182921,32.90441067,8070.844592,0.261476585,10.71866979,1532.420169,46705.23987,382.7357092,40.8776097,2074.331711,2911.070544,903.7091671,23.0720558,0.702831656,14.10391106,16.90845588,13.79214766,17.21826625,73.73578692,6.618811979,0.77983481,6.737034818,21.09902893,989.3308518
Unknown27,Primary Macrophages,Infected,8,oxLDL,10.35045053,52.14070346,2949.974173,13.55336287,17.97584143,374.5407902,66.51500326,9925.289163,109.4336973,15.79147808,58.73066668,68.39365625,26.28258558,50.29060704,2.576671734,1131.189794,170.9588891,20.91786047,5.67343325,2.798110089,11.86000687,5.857522778,22.65076226,950.5475846,20.85665917,37.164882,1517.931531,0.132530676,11.05349883,4407.350537,38971.84394,492.8994329,21.7804168,3451.017912,2601.536566,302.9653958,26.95601972,0.818221477,13.69509407,16.66297592,183.5309126,16.06309399,99.1728019,11.6844151,1.472939865,8.441574173,21.09902893,5218.673878
Unknown28,Primary Macrophages,Infected,8,oxLDL,11.22903285,381.3569697,3147.077685,49.04664124,19.17470399,394.6463217,67.34690831,10709.28554,1219.646172,49.36091782,81.26091687,73.89352788,31.98809904,59.02880913,2.521990307,1075.564008,210.6189932,44.26908372,5.524200869,2.571649689,9.675843456,6.112473029,23.12316634,1012.760311,31.97661551,44.84085789,36618.80799,0.184452073,12.18054298,8800,13354.08638,528.8806055,16.43593667,3728.112608,1439.666062,1127.022124,30.22396124,0.909340249,14.91999188,27.28843264,131.5427637,18.75619152,99.87544224,13.85685563,1.610913929,7.940936895,29.10855906,3321.202637
Unknown29,Primary Macrophages,Infected,8,oxLDL,10.55362877,428.8611555,1071.359982,45.46639232,15.52122104,387.2202709,74.78858964,10194.57746,1401.022657,30.09140148,77.32467237,64.0941438,25.8281395,55.53529379,2.189397614,1068.10573,104.1320788,21.43895862,5.074856216,2.313012143,6.869820845,6.112473029,21.32822427,1083.841175,36.0798233,46.51979363,26324.28406,0.210225185,11.32022972,8800,13987.13638,320.9020515,11.54834017,2566.994346,854.5992649,1265.252818,25.33249244,0.857132466,14.51220385,28.00595679,51.83433377,16.06309399,96.34011474,13.3172852,1.610913929,8.541641514,19.60788466,4596.809659
Unknown26,Primary Macrophages,Infected,8,oxLDL,9.943276138,52.14070346,736.706368,20.80469614,15.10383359,301.2153186,70.66416276,6957.81335,560.3920709,22.75662183,79.95051677,102.7933155,23.33417254,25.71114585,2.576671734,1213.317728,136.2543399,17.76095439,5.374701187,2.183762991,3.589159267,4.592935852,19.96799069,2322.264798,40.6912388,27.72039293,7574.044013,0.106331088,9.499221608,1725.794975,30567.01733,396.9425819,40.20866612,2938.005993,2877.246442,828.1027943,23.0720558,0.76668108,13.49048257,12.68176951,12.78338599,14.52034651,72.12404375,7.197642648,0.77983481,7.339443192,18.96702068,1005.719707
Unknown27,Primary Macrophages,Infected,8,oxLDL,10.21484882,52.14070346,4254.444653,12.90525508,15.52122104,346.5974709,53.89685358,9300.315653,85.6533832,15.21518864,53.33780358,65.93924754,27.42001811,44.16395319,2.356699741,995.9571591,167.6034679,17.40665955,4.471433602,2.830473204,10.8482537,6.112473029,22.53197534,899.4160057,20.42179475,38.2447757,1276.61382,0.106331088,11.12027439,2149.380808,24514.90753,550.802212,19.86734217,2553.898243,2274.535868,276.5116895,26.3057437,0.896254118,12.05414775,16.54011861,181.0605353,13.7478059,103.3569322,18.10249787,1.334793504,7.339443192,21.09902893,5000.64537
Unknown28,Primary Macrophages,Infected,8,oxLDL,11.02670255,397.0583616,3584.034386,51.83317051,16.75866915,394.2922068,57.28917072,10553.03326,848.8143407,39.52210102,72.05182502,70.23032649,30.04312912,51.1651207,2.631155508,1043.348141,205.7294499,39.88022198,5.224923457,2.377654111,8.927050044,5.921201175,22.05400002,1043.859137,26.80619072,40.96927982,21492.18631,0.184452073,12.31204996,16169.15786,18705.50767,529.805269,17.3349567,3114.350625,1329.733701,1098.128794,25.65661761,0.883190606,14.71615979,22.49077299,127.6174187,18.37194603,99.1728019,10.58269827,1.472939865,8.141253858,22.79651537,3562.382252
Unknown29,Primary Macrophages,Infected,8,oxLDL,8.164674938,290.5233446,1155.380833,23.10092045,15.10383359,369.9779925,60.66065163,9019.088034,674.43892,21.04038623,58.73066668,62.86195498,19.94878436,59.02880913,2.245400807,960.2538509,68.9832762,13.81702511,4.167620843,1.957688278,5.092347677,5.476307655,20.59124998,759.0938049,21.29238357,42.06875064,11744.4599,0.210225185,10.31471116,8800,9080.68503,88.3388225,7.206307839,1893.37386,736.8992914,796.2554343,20.50780162,0.728292272,11.9512644,25.37291986,33.60406701,16.06309399,97.05166772,12.77543525,0.77983481,6.937947967,19.18076701,2425.533951
Unknown14,Primary Macrophages,Not infected,24,oxLDL,9.262074812,106.0046205,739.5537306,69.47230654,11.66013715,369.6273593,108.6581684,9621.457687,852.4063053,46.83878555,61.41234163,41.60483195,40.5128321,43.2879284,1.8478619,463.2936295,125.4617795,58.65676242,5.074856216,2.119155781,5.172358075,5.603213787,15.32154774,420.3757361,16.54935647,43.72804892,44679.64011,0.158560962,8.394418541,8800,19907.31375,46.7390641,18.32722291,1009.457364,7449.411938,1025.224232,13.57807919,0.577227305,11.84834041,20.31823193,40.33553485,16.06309399,57.6856634,10.58269827,1.679843268,5.629719087,30.15350101,5637.674187
Unknown15,Primary Macrophages,Not infected,24,oxLDL,6.847368382,80.43600175,788.407432,11.89031545,10.76459561,437.4943625,66.51500326,13245.12295,132.0642503,36.5963107,34.07797473,37.77842077,34.9726091,31.87726101,1.554753292,392.7878817,92.56872326,22.64982177,3.632017107,1.79629266,6.544127585,5.349571574,15.74293401,388.0302054,13.59502852,71.74245764,2803.297961,0.235895991,7.123424697,8800,38130.33555,36.50482815,14.46881623,953.5605954,2741.512979,446.8211894,15.44826165,0.454802045,10.60990778,22.00896223,41.04308117,13.7478059,75.33202464,11.6844151,1.334793504,5.326944374,25.1200717,10997.2803
Unknown14,Primary Macrophages,Not infected,24,oxLDL,9.12542421,111.9000395,753.2382329,75.76272015,13.40698865,370.3286759,120.4914085,9826.805002,870.8056304,46.75744824,61.41234163,42.87437014,41.9038891,50.72788486,1.962825008,473.3693114,130.8636772,59.60525087,4.167620843,2.086856512,4.932573725,5.984919262,16.15932049,509.5500877,19.12251227,47.08199446,42016.14275,0.158560962,7.974337454,8800,26571.56535,49.27925778,20.13993636,993.0271776,7448.078511,1059.101731,17.33396639,0.503355225,11.02342893,22.24992981,39.4802188,17.60298692,71.31214768,12.77543525,1.541946983,5.427911105,31.19667315,5989.551164
Unknown15,Primary Macrophages,Not infected,24,oxLDL,6.63773816,83.49295174,744.0259112,13.5336786,9.851917162,437.8543554,58.97741752,13491.37469,185.7172841,38.22176636,34.07797473,37.77842077,36.81503065,33.63582365,1.934195259,430.7347846,101.7036695,30.96283587,4.167620843,2.119155781,6.219494974,5.09662387,14.75145854,493.6283092,9.078377326,59.75565907,3637.481111,0.158560962,7.266305596,8800,24960.36939,42.66741026,15.80840166,1033.592637,3114.290856,471.6536505,14.82306879,0.454802045,11.2299169,20.80206429,43.84455564,12.2001582,68.85127434,10.58269827,1.057870978,5.124879089,27.01302325,12807.88336
Unknown16,Primary Macrophages,Not infected,24,oxLDL,5.226366992,69.61378126,474.0183489,4.291531712,10.99000707,351.8120658,48.76547993,9385.168299,27.90557145,67.72704869,60.07267847,30.68437496,26.9648204,38.02701545,1.313258471,534.997968,46.61758606,11.24274097,3.168280334,0.95816368,2.659720432,4.092428963,11.41132968,441.0649097,12.34659759,42.06875064,4287.139642,0.261476585,5.219665486,8800,22996.98178,15.18048893,11.54834017,444.6415437,818.1671045,2142.256709,7.481547584,0.454802045,6.848545619,15.05905953,26.63599897,9.092867018,68.85127434,13.85685563,1.472939865,3.602558135,19.82125933,5816.770463
Unknown17,Primary Macrophages,Not infected,24,oxLDL,5.79402549,64.91066597,697.2204492,6.429915277,10.76459561,334.1297386,53.0453229,8576.747689,33.86180005,64.12501719,58.73066668,33.27698816,28.67334106,29.23690061,1.434883587,441.2845898,61.51260552,15.62309595,3.323388508,1.24807667,3.433039644,4.092428963,12.97745262,327.3098461,13.59502852,52.77206629,3293.731657,0.210225185,6.547263991,4719.823624,23754.56726,23.47220965,15.00379311,591.3364801,1405.31266,1601.117583,13.57807919,0.527845289,8.111376919,16.90845588,33.38362028,10.64870585,74.5358035,13.85685563,1.610913929,4.314645297,19.82125933,5985.943182
Unknown16,Primary Macrophages,Not infected,24,oxLDL,5.79402549,71.17233928,482.935085,4.541382195,9.851917162,345.2088624,49.62451457,8823.697775,33.06915821,83.35733118,50.62544621,27.41994137,26.28258558,30.11737322,1.495025658,531.1687688,51.67947752,10.86985575,2.856297838,0.99036589,3.199725972,4.217240024,12.36177019,431.8790362,16.12400952,48.21017594,4639.190179,0.210225185,5.815568151,8800,36960.61667,16.71091503,12.51753549,491.34398,916.2657489,2350.990422,10.50031052,0.394971419,7.901619371,19.83370782,29.2504059,11.03695459,63.80699501,14.92957613,1.26564765,4.111525413,19.39438777,6498.11963
Unknown17,Primary Macrophages,Not infected,24,oxLDL,7.056521804,78.90196473,769.4234188,7.654234477,10.5381154,385.8082579,53.89685358,9978.159844,62.20852076,86.83119712,74.69187317,34.56753175,28.7873899,30.99748893,1.7899205,556.0415377,72.70123707,27.60047847,3.090512835,1.280302483,5.412870127,5.033498945,12.82478327,539.039401,21.29238357,44.84085789,6995.024676,0.210225185,6.401997683,8800,25012.52464,32.3922419,16.70533244,782.3436408,1983.280102,2369.0878,16.70376109,0.430750239,8.739095708,18.37538414,47.6005153,10.64870585,76.91338719,15.99434781,1.334793504,4.314645297,21.31159139,9295.495547
Unknown30,Primary Macrophages,Infected,24,oxLDL,7.612071606,56.97187701,210.5949515,36.75046977,12.10208456,377.3528716,70.66416276,13197.35456,2394.292876,40.49737495,72.05182502,90.83049881,26.9648204,23.50406458,1.731654546,1170.151735,106.5574828,23.68240983,3.555048575,2.701038188,3.199725972,5.09662387,15.17992932,2031.969599,40.6912388,30.81118259,20915.29169,0.23,7.974337454,3676.13882,36898.39216,34.5014972,37.5418623,788.5037673,7364.671651,1249.84733,15.44826165,0.55247086,12.05414775,24.65356649,4.732453072,15.29209536,47.41612815,2.366222495,0.500117323,4.720182083,21.94862266,3138.01063
Unknown31,Primary Macrophages,Infected,24,oxLDL,7.19570181,94.08396077,791.0247659,27.13323767,11.21438142,417.0543596,57.28917072,15776.00458,238.7209804,22.91995233,45.1654122,44.77348043,33.36410063,27.9154915,1.495025658,915.5389523,87.47288708,20.22094189,3.862217455,2.571649689,3.981355684,4.718571457,15.60304009,633.7434091,11.52083346,65.69690795,4794.351088,0.158560962,7.974337454,8800,43386.75383,51.7071198,11.98832612,1141.09578,3475.051865,452.6142272,14.19965436,0.55247086,10.81676068,19.10549701,29.21398995,13.7478059,73.73578692,11.6844151,0.919018779,5.932134899,25.1200717,11464.10447
Unknown30,Primary Macrophages,Infected,24,oxLDL,7.473471804,58.57042968,224.5133865,36.81652132,11.21438142,383.6917262,65.68202763,12398.44504,2148.692836,43.09839684,74.69187317,84.80918481,27.87551338,17.75031909,1.584468482,988.9796519,107.3652984,24.02557521,3.245904038,2.506972878,3.199725972,4.467498768,13.58027323,2099.807291,31.52365593,32.90441067,19282.88304,0.106331088,7.123424697,5475.15606,19786.47946,36.21895079,36.30867216,843.871944,7456.083581,1042.156156,12.95840908,0.40685668,10.60990778,21.76786489,4.468818131,15.29209536,47.41612815,7.197642648,0.919018779,3.908148526,21.94862266,3014.636092
Unknown31,Primary Macrophages,Infected,24,oxLDL,8.026784987,103.041273,812.9820315,30.33400045,9.388437243,421.3444786,55.5957183,16099.14786,282.9253522,24.63380948,47.90157552,47.92557986,32.4464851,36.71039178,1.731654546,1015.849719,92.36518815,24.3682424,4.924487216,2.506972878,4.455310586,4.970419802,16.70714247,714.4155753,12.76147142,57.40963475,6041.15392,0.106331088,8.464108874,8800,19807.23911,64.4050228,12.1645824,1155.923106,3790.021225,506.4438343,16.70376109,0.664845912,11.4362288,18.37538414,30.89209383,12.97442715,72.12404375,10.58269827,0.77983481,5.932134899,24.06533581,13396.7916
Unknown32,Primary Macrophages,Infected,24,oxLDL,6.357454683,544.4594388,164.1292157,18.31232336,10.31053294,391.4610617,53.89685358,11387.98422,557.3104227,27.97506078,69.40420949,35.21143883,20.84975771,37.14933313,1.374303328,940.0888604,28.8305874,7.047365361,2.541668823,1.215853559,1.975953325,4.467498768,12.97745262,509.5500877,22.16635558,37.7041093,64969.32715,0.210225185,6.25621158,8800,12324.70787,12.86923997,5.589467206,412.7062194,596.59806,2036.038349,9.891381036,0.515583015,7.901619371,22.24992981,9.954937174,11.81267179,70.49611683,12.77543525,1.057870978,3.704495187,15.52843838,4763.255908
Unknown33,Primary Macrophages,Infected,24,oxLDL,9.671194978,546.8727086,1212.224236,25.69662111,15.93609422,407.0712888,62.33905357,13179.04557,1287.52963,40.49737495,79.95051677,62.86195498,32.33186214,45.03976911,2.189397614,927.4455184,96.43135663,35.77764721,4.319716263,2.248381774,3.981355684,6.560109115,19.84229747,861.5974501,21.29238357,49.9117689,115098.0606,0.184452073,11.51963826,4010.596939,28409.84908,122.5122155,10.75879175,1905.613712,2402.836641,1809.455599,19.87012359,0.753858888,12.97833984,24.17360708,33.97169309,16.83337987,89.09181248,10.58269827,1.057870978,7.339443192,27.01302325,7176.616358
Unknown32,Primary Macrophages,Infected,24,oxLDL,7.473471804,817.110573,192.6651972,22.43623881,11.66013715,391.8147822,62.33905357,11576.08021,1166.05718,39.68464445,95.57354326,45.40517924,25.03359133,38.4657586,1.495025658,1036.084588,35.53341259,9.363076553,3.400738062,1.538207877,1.676635632,4.970419802,13.87720057,656.1905353,29.26823439,47.08199446,27400,0.210225185,6.692025768,8800,12721.7484,18.48370904,7.035123284,531.0027494,733.7100295,2843.595801,11.11157677,0.702831656,8.634632021,24.17360708,14.03625106,12.97442715,73.73578692,18.62545567,0.77983481,5.124879089,17.68180548,7534.993771
Unknown33,Primary Macrophages,Infected,24,oxLDL,10.07912481,734.7329378,1334.637854,33.18562684,15.10383359,379.46403,78.89007882,12092.46964,2196.736778,52.37319818,85.18241198,62.86195498,43.18109527,52.91365569,2.521990307,920.2859057,115.4263034,61.49886917,5.074856216,2.377654111,5.252449308,5.603213787,19.84229747,926.09751,28.81907878,55.08162568,27400,0.158560962,11.12027439,1613.142387,33083.02026,200.0215328,11.72422131,2088.405236,2786.847009,2310.331381,24.36190181,0.753858888,12.4652835,28.7231662,45.1940171,17.60298692,101.2742956,9.468919471,2.024001189,7.840745862,35.76746851,9744.441621
Unknown18,Primary Macrophages,Not infected,48,oxLDL,6.917138218,200.7184248,110.5193247,33.62047253,9.851917162,415.6258719,136.1045003,13680.26035,409.4354878,38.70939098,58.73066668,40.33240263,32.67578378,35.39315339,1.643614071,328.8887083,76.40858024,13.99875068,3.862217455,1.215853559,4.296942923,5.730286579,14.462686,424.9799304,16.76242031,51.6243485,49174.0454,0.210225185,6.25621158,8800,36507.97902,22.02805819,8.842891211,580.5583692,5942.68281,1581.100283,11.11157677,0.55247086,10.19562951,18.49721158,50.84897498,12.2001582,62.085862,10.58269827,1.472939865,3.908148526,23.21984873,11771.93751
Unknown19,Primary Macrophages,Not infected,48,oxLDL,7.19570181,115.564502,542.9200736,13.84895729,11.66013715,458.09027,68.17776014,17843.77606,182.6530488,15.87376319,36.87362764,43.50808757,38.6617913,42.41168836,1.673049114,240.9271624,128.6642965,21.61236406,3.862217455,1.764022122,5.332620331,6.112473029,15.32154774,653.9472756,15.27651733,70.52525628,2802.140463,0.261476585,7.408747225,8800,30598.23865,36.47878284,10.32155095,908.8648354,2882.080681,436.0645012,15.44826165,0.527845289,11.02342893,21.04373799,46.05776121,10.64870585,81.57390053,17.05180666,1.472939865,5.427911105,27.85217394,16691.33395
Unknown20,Primary Macrophages,Not infected,48,oxLDL,5.79402549,156.415628,333.2597891,8.423605711,9.388437243,397.8355715,53.89685358,11117.73421,43.76795847,86.99680288,87.78895178,32.63030964,29.47206623,30.99748893,1.434883587,580.9814986,72.70123707,17.76095439,3.400738062,1.11920027,3.044788441,4.467498768,12.04872285,516.3641719,17.83153784,72.96362638,11028.82192,0.312403749,6.474694837,8800,34478.02989,20.23439819,15.62938126,518.4913441,1740.111969,4118.510441,10.19554679,0.55247086,10.40286565,17.52085829,13.16553332,11.42494014,73.73578692,14.39425338,1.679843268,4.314645297,21.09902893,11832.87847
Unknown21,Primary Macrophages,Not infected,48,oxLDL,5.297574849,107.4823165,323.636364,5.751902182,9.851917162,364.723779,50.48198269,9797.131996,29.7000844,54.16548853,74.69187317,22.1328043,27.98943349,41.97348554,1.495025658,431.3887217,54.40923763,13.27024353,3.555048575,1.344762274,3.667385671,4.530192195,12.04872285,461.6824025,16.54935647,62.11928951,6916.925956,0.563722202,5.219665486,8800,18432.23802,17.39517615,12.78263,484.0259141,1310.178334,3143.320542,8.982623241,0.430750239,8.320870128,17.52085829,15.33027501,8.313066959,72.12404375,18.10249787,1.610913929,3.704495187,19.82125933,10661.53679
Unknown18,Primary Macrophages,Not infected,48,oxLDL,7.750487485,229.1140486,123.3410935,35.93713318,10.76459561,457.0024132,140.7560165,15649.36847,477.9549332,42.28551548,57.38624239,40.33240263,34.05304555,66.0098353,1.731654546,369.4361743,84.20307712,17.40665955,3.862217455,1.473714884,5.493197705,6.368040977,14.75145854,624.7550856,18.2609108,59.16748684,70228.28918,0.312403749,7.408747225,8800,30058.64627,25.33275325,10.05970192,594.6853762,6462.765216,1752.337443,13.88863288,0.564832999,11.84834041,20.80206429,53.20114611,15.29209536,68.85127434,12.77543525,1.886428054,4.922628928,25.1200717,12457.92938
Unknown19,Primary Macrophages,Not infected,48,oxLDL,7.19570181,129.359464,549.6509624,14.83866685,11.66013715,443.9815662,57.28917072,19735.44525,258.5258497,19.48535281,45.1654122,40.33240263,36.12361073,36.71039178,1.8478619,271.9412264,134.2590686,29.11821588,4.015128187,1.860842308,5.73463762,5.09662387,14.462686,615.7609913,12.76147142,75.41771711,3777.829501,0.158560962,7.692356953,8800,36712.67207,42.80035579,11.28480563,1111.562952,3205.741971,508.101296,15.13544654,0.627115888,11.12669518,23.69329853,49.60050007,11.42494014,87.61120605,18.10249787,1.196448295,5.326944374,26.38280528,19084.77277
Unknown20,Primary Macrophages,Not infected,48,oxLDL,6.216965727,156.415628,317.8613379,8.593340352,9.851917162,410.2759695,62.33905357,11273.22385,41.32652837,80.22048902,82.56967891,33.92272171,30.84337398,41.09691001,1.673049114,554.4613524,74.35021703,14.90356867,3.708865895,1.151415378,3.667385671,4.718571457,12.67129261,545.8311094,22.60457607,58.58042114,9541.875665,0.312403749,6.547263991,8800,27066.39387,20.65449737,14.29075048,578.3308346,1637.302529,4106.692474,11.72507632,0.527845289,9.364641908,16.41718093,12.78338599,10.64870585,72.12404375,18.10249787,1.610913929,3.908148526,22.58469724,12486.67637
Unknown21,Primary Macrophages,Not infected,48,oxLDL,4.940768911,108.2201904,336.984558,7.002699593,8.445424044,357.735839,54.74697597,9916.512137,35.43746067,57.26368377,74.69187317,31.33402699,27.64772866,33.63582365,1.434883587,476.8810229,55.66645107,15.62309595,3.708865895,1.280302483,3.511043225,4.217240024,12.04872285,479.9547467,16.54935647,52.77206629,8569.562248,0.261476585,5.741624822,8800,24966.1566,20.24856838,14.11281649,488.4157991,1517.128188,3633.461782,9.28490323,0.503355225,8.947843113,16.78575448,17.79468562,9.092867018,62.085862,17.05180666,1.334793504,4.618880909,20.67356769,12878.1048
Unknown34,Primary Macrophages,Infected,48,oxLDL,7.19570181,70.39361306,43.54646817,50.40242416,10.31053294,376.2979663,87.84013195,14143.68792,800.0575572,30.41685975,74.69187317,86.0157511,33.01986345,23.06229263,1.731654546,955.3317572,104.1320788,14.36142697,3.708865895,2.895208156,3.199725972,4.718571457,12.67129261,2374.66852,37.91807222,59.75565907,26081.67482,0.106331088,7.266305596,8800,30119.59345,30.16598984,20.9591346,731.0225575,7723.73733,1459.691112,12.3407155,0.602110318,10.81676068,22.24992981,3.487312129,12.97442715,51.25694963,7.197642648,1.057870978,5.225934143,23.00823215,9244.984564
Unknown35,Primary Macrophages,Infected,48,oxLDL,7.473471804,113.3676353,364.1408466,18.65757805,12.10208456,441.4569208,58.13393246,18905.44093,234.8407663,16.36726252,53.33780358,47.92557986,29.01554244,38.02701545,1.495025658,885.1862712,106.9614309,17.05158914,4.015128187,1.989976015,3.824161572,4.907386953,14.75145854,647.215601,12.34659759,71.74245764,5110.777219,0.02602124,7.05181587,8800,59787.63028,33.96971934,8.496866179,748.2038958,4335.591306,645.135309,13.57807919,0.479005671,11.12669518,19.34843418,17.79468562,10.64870585,68.85127434,11.6844151,1.196448295,6.536003518,23.21984873,19828.48025
Unknown36,Primary Macrophages,Infected,48,oxLDL,7.126136922,1037.045955,261.4438204,22.51920551,15.10383359,403.1598293,68.17776014,14858.58758,551.4993569,60.69200353,92.9843179,47.92557986,33.93817794,59.02880913,1.61408795,909.6344815,71.46312957,17.76095439,5.074856216,1.602712094,4.138953858,6.176307987,15.17992932,676.3663025,21.29238357,69.31206072,27400,0.337764595,7.974337454,8800,38000.00622,26.45071608,12.51753549,730.2601809,1728.834697,4161.898361,12.95840908,0.602110318,12.67061872,21.88843012,12.81810164,13.7478059,76.12452767,20.18540741,1.334793504,5.730562723,25.33074599,12667.67093
Unknown37,Primary Macrophages,Infected,48,oxLDL,7.750487485,1708.687562,351.875912,32.27481587,12.97533676,412.7712284,69.83637119,14826.16937,998.3206437,55.71418348,82.56967891,52.937732,34.9726091,51.1651207,2.076642017,988.9796519,90.53226923,22.47725869,4.015128187,1.731754435,3.433039644,5.349571574,16.02106508,597.7544702,20.42179475,72.96362638,27400,0.312403749,8.949485057,8800,28028.87655,30.4057211,13.40242111,792.7428923,2229.600277,3276.37051,16.70376109,0.627115888,11.4362288,22.00896223,10.33215096,14.52034651,69.67585803,15.99434781,1.334793504,6.133560611,23.43136628,11812.55808
