Sample,Sample type,Virus status,Timepoint,Treatment,IL_2ra,MIG,MIP_1b,IL_6,IFN_a2,IFN_g,SDF_1a,IL_1ra,MCP_3,IL_16,IL_12_p40,LIF,TNF_b,IL_5,GM_CSF,MIF,TNF_a,RANTES,IL_2,IL_1b,IL_18,Eotaxin,Basic FGF,VEGF,b_NGF,PDGF_BB,IP_10,IL_13,IL_4,MCP_1,IL_8,MIP_1a,IL_10,G_CSF,GRO_a,HGF,IL_1a,IL_3,SCF,TRAIL,M_CSF,CTACK,IL_15,IL_7,IL_12_p70,IL_17,IL_9,SCFG_b
Unknown2,Primary Macrophages,Infected,0,Not treated,4.846159682,34.63776252,19.00465818,5.446931561,5.794998481,148.893287,52.99408401,8603.135055,174.2640013,65.48948303,24.01326793,11.10107924,27.82422007,33.66979042,1.35179587,501.2583318,17.98019601,8.736762295,2.241583597,0.905030001,18.11269102,2.814136779,6.208806259,73.83416097,6.108095093,87.51533445,8100.891854,0.207108994,2.802208534,8800,5819.634758,1.728935579,17.44579101,72.21325594,4227.368905,815.9173689,5.865805831,0.283053772,5.542610631,12.32834574,764.8264337,9.645109116,42.56092073,9.979660976,1.765323484,2.540615433,21.5893326,22632.33506
Unknown3,Primary Macrophages,Infected,0,Not treated,5.688573598,19.185121,521.2220067,2.464176106,8.9791881,71.48751141,33.48866039,1820.018427,15.50122028,10.05597636,26.08410124,26.74747325,8.088836496,28.81480162,1.271257525,135.5749435,21.37236396,3.849450707,3.0808844,1.097673005,4.532031802,2.552732394,10.11865132,350.0299534,6.66980417,17.06270358,404.9067148,0.207108994,4.69425189,8800,592.7287279,66.06587254,11.40263749,1438.212287,470.4145346,81.60446555,13.44397473,0.806033648,5.542610631,6.12121094,54.45524527,8.259790209,69.50506136,4.905295233,1.649428013,5.529275763,7.558998667,1979.671379
Unknown4,Primary Macrophages,Infected,0,Not treated,1.772095693,6.229208095,100.4163119,0.620396668,2.976651871,21.05187062,14.72012096,247.4792054,3.395808678,5.521612191,9.382192786,4.268814904,4.093301666,19.60351719,0.47483705,58.31948899,6.021484512,2.876611873,1.526272899,0.193256749,1.819476352,1.232928487,3.55356185,129.5320936,5.271001438,7.291284517,525.0531927,0.127693792,1.185904223,2762.170257,162.7177701,4.200379912,2.166425565,143.4367005,202.3936416,114.0172874,4.704061567,0.058110325,0.801525211,1.248048747,29.45036114,3.377235168,45.12961432,7.103687291,0.960875337,1.897722027,2.751847628,990.6652328
Unknown5,Primary Macrophages,Infected,0,Not treated,2.315841167,12.95267488,237.0173529,0.489430039,3.716789011,28.85597389,19.72003038,432.5989478,3.648644978,8.536736316,15.68803552,7.954918525,5.924650369,23.32939221,0.713419591,81.14028585,10.13683818,3.121816861,1.645190137,0.293994562,6.912472933,1.188411436,5.603621401,198.2116378,6.810666024,7.291284517,305.7192438,0.087312552,1.783713802,8800,236.0434862,9.897513241,8.299696936,303.9775244,255.1041835,179.7947895,5.282611062,0.283053772,2.083814189,3.12866877,139.5916623,4.779239025,54.82577664,4.905295233,0.847488222,2.702861405,5.107480541,1124.531472
Unknown6,Primary Macrophages,Not infected ,2,Not treated,3.280718479,9.676875767,289.3764907,0.554833517,3.473497322,37.16497494,34.21713346,874.2855012,9.233723518,17.44992902,17.77659601,9.004703138,8.554250248,31.58324667,0.885380511,289.358174,6.813001505,4.328867724,2.122079748,0.345239847,2.226815348,2.159317202,5.909847795,203.3597933,5.828314917,14.57643864,1167.190561,0.207108994,2.065622983,6766.147767,1076.684212,10.90693995,2.166425565,328.126346,285.8994608,160.3372421,5.282611062,0.365107813,2.33854886,4.108666196,18.61953481,6.870926706,57.13017765,5.643046075,1.533824854,2.865653572,7.744660905,1263.387927
Unknown7,Primary Macrophages,Not infected ,2,Not treated,5.086865889,23.17658889,485.4228244,2.090460657,8.362268854,54.37449507,30.54313268,1352.514411,16.46544697,15.82819734,26.08410124,24.6662392,7.434595828,24.352281,1.325021592,229.4060563,49.71714457,4.209394116,2.480902583,0.987302589,7.278097088,2.290646566,11.15297711,312.9622561,8.799708072,13.09721257,750.0191487,0.107577282,5.605166047,8800,1545.301965,120.2803542,4.069270156,1692.346236,415.1025078,120.5726757,15.32323713,0.630936664,5.710510669,5.107232722,105.3336693,10.33661062,65.25623826,8.548216637,1.074707969,5.868583504,6.437027592,1204.529207
Unknown6,Primary Macrophages,Not infected ,2,Not treated,2.436556288,8.550921303,295.6958797,0.686107668,4.429586639,33.18005109,32.02243896,919.4618733,11.0122632,24.29155745,15.68803552,7.954918525,7.995572066,26.74933883,0.885380511,326.6438284,7.600475571,2.876611873,1.526272899,0.243300347,1.417292087,2.071648307,4.287300137,142.1221226,4.166009085,5.404695868,1688.145177,0.127693792,1.99598632,7537.243409,744.4012482,11.9563623,2.600927614,329.5120547,284.051806,165.6903953,4.704061567,0.440828019,2.168771487,5.511114213,20.46674983,6.870926706,46.80625624,4.161495175,1.074707969,2.378944202,6.625041543,1278.931517
Unknown7,Primary Macrophages,Not infected ,2,Not treated,5.387727025,17.65834661,482.8329566,1.921295391,8.568845257,51.04366021,29.0497824,1371.305806,15.88815417,15.0195429,33.30672955,24.6662392,8.832817212,30.19701974,1.162811037,232.9399766,48.26520813,4.567102253,2.720616623,1.15312794,6.766554802,2.465450729,11.04030996,348.702147,6.951697507,18.56613992,692.0172071,0.167580637,5.267526589,8800,1701.477554,118.8274141,4.217567629,1875.312446,421.9720874,114.0172874,14.38119086,0.54702309,6.549324294,4.906202461,99.71221039,10.33661062,62.35548409,4.534217573,1.131779155,4.519007958,6.625041543,1375.793908
Unknown8,Primary Macrophages,Not infected ,2,Not treated,2.436556288,9.676875767,180.4871856,0.489430039,4.429586639,23.58096289,22.91148816,331.0751922,4.631346655,77.74133704,28.15150525,9.004703138,7.621862658,14.92559157,0.713419591,495.0878742,13.02930955,3.365616112,1.883401153,0.293994562,3.053917644,1.054562384,6.060191229,78.70924386,11.54446116,13.09721257,969.5646651,0.046149667,2.27154452,8800,1417.566609,11.51613011,2.310904396,304.6648258,225.5368931,809.8452542,6.748512514,0.133449012,2.083814189,2.361250283,39.92790836,6.870926706,28.41289109,0.260389206,0.960875337,2.057458568,6.248570944,444.9362235
Unknown9,Primary Macrophages,Not infected ,2,Not treated,2.07429261,10.23273334,213.0582302,0.686107668,2.976651871,23.96295042,16.42038353,348.7685144,3.898367258,43.31975677,19.8599473,9.004703138,7.153143824,24.01101416,0.713419591,282.2796148,26.97697941,3.243884386,1.229582481,0.396964055,6.766554802,1.499123822,4.632504602,144.6478683,6.108095093,8.244915636,1065.940099,0.046149667,2.203378821,8800,935.5183301,13.68713364,3.184859143,410.9351474,278.4515934,319.4393837,5.282611062,0.133449012,2.33854886,4.506069057,113.4380114,7.565841857,45.12961432,4.905295233,0.847488222,2.540615433,5.870259753,706.0101056
Unknown8,Primary Macrophages,Not infected ,2,Not treated,2.315841167,8.550921303,169.7504639,0.456792644,3.473497322,19.7993098,16.42038353,281.0388721,4.145244533,73.84947138,24.01326793,12.1479205,7.247037033,14.59459921,0.828595353,425.5440229,13.79564615,3.608127335,1.288847675,0.243300347,2.707479678,1.099230679,5.289332664,92.20110707,11.98213579,7.291284517,980.0866607,0.046149667,2.065622983,44713.1861,1016.034656,11.71490421,1.592492981,303.9775244,234.2833614,731.3274643,3.562818843,0.095,3.269636008,2.266555873,39.51156213,4.079154787,16.82555783,4.905295233,0.622254582,2.540615433,4.335150502,551.1508122
Unknown9,Primary Macrophages,Not infected ,2,Not treated,2.195087756,9.676875767,214.0446529,0.473105768,4.429586639,24.60105755,22.12243803,327.0575892,4.389505465,42.39266839,21.93867979,13.19399323,7.059172324,20.95369094,0.771291583,260.2321512,28.27728785,2.876611873,1.645190137,0.371045836,5.534447196,1.499123822,5.603621401,185.374529,6.388597627,10.65485765,1081.053672,0.046149667,2.203378821,8800,1066.550868,14.38812063,2.455743505,369.2646304,266.9778575,309.6402088,5.865805831,0.283053772,2.677609406,2.551512885,117.8074657,6.870926706,47.63458036,6.375624014,1.131779155,2.865653572,6.625041543,858.8509212
Unknown22,Primary Macrophages,Infected,2,Not treated,6.169920318,21.19432165,388.001784,6.384653357,8.774474826,42.82175506,48.94450533,1130.957439,25.92489072,44.09335974,39.47154785,70.35482736,11.32170367,9.047088322,1.694099746,1381.206465,17.2228101,4.567102253,2.361192279,0.987302589,2.776571949,2.159317202,10.92710522,722.265547,20.788716,24.65862949,3696.453502,0.127693792,5.493107897,1734.772198,4449.736277,116.8364686,2.965310636,1993.539081,460.2670251,652.1269691,17.85736457,0.581002303,6.884566837,3.911056662,26.71349807,11.71755951,38.1164423,1.087567728,0.790976135,4.686539664,8.48392528,187.7254102
Unknown23,Primary Macrophages,Infected,2,Not treated,6.530941057,21.19432165,568.0800808,4.849672954,9.588109667,56.18806872,30.54313268,1538.250164,18.1765449,13.62637439,30.21575601,40.25718768,9.110911621,20.95369094,1.325021592,961.3731137,32.90177551,5.511508251,2.600711586,1.489212039,8.974124975,2.552732394,12.35961315,484.1067159,10.23827148,21.08995619,875.3766645,0.087312552,6.04884302,4730.244072,1429.008028,488.4862982,3.625873519,2590.975805,442.0921605,138.3790759,18.17625722,0.679808536,6.716963957,3.12866877,170.7450821,11.71755951,65.97260102,3.031623884,1.074707969,5.022645597,8.11494968,1303.847659
Unknown22,Primary Macrophages,Infected,2,Not treated,6.530941057,21.19432165,410.0307172,6.82969326,8.362268854,39.30967184,46.21082755,1118.308926,25.21490008,42.93330602,37.41895674,66.2033795,12.23711563,11.31164845,1.537363038,1407.934867,17.2228101,3.969694372,2.241583597,1.014825256,2.295144604,2.378090035,11.92743674,788.8276362,20.18092996,20.07779955,3583.833335,0.127693792,6.04884302,1993.4347,4961.865946,126.0456233,3.038419499,1967.942759,475.4273298,639.5054673,13.1326847,0.647336724,7.973194114,4.406454287,27.40276578,13.09604567,39.92079909,0.260389206,0.847488222,5.191201276,11.03544485,207.9604851
Unknown23,Primary Macrophages,Infected,2,Not treated,6.169920318,18.16929698,559.7400129,4.308194553,9.789429613,53.81777957,29.0497824,1440.619923,17.70421664,12.31089762,30.21575601,35.06406594,9.388562139,20.27790667,1.484659203,849.6299547,29.20454705,4.089672492,2.960705198,1.15312794,7.278097088,2.465450729,12.78488264,500.3508644,10.38288283,15.07165973,871.486768,0.066859374,5.993765099,5840.637177,1254.269644,491.1226979,3.552200476,3086.119358,444.7226899,127.808815,15.00869917,0.581002303,6.716963957,3.812538178,166.3740314,11.0274123,57.88920726,1.485633023,0.734594215,5.529275763,7.558998667,1226.175532
Unknown24,Primary Macrophages,Infected,2,Not treated,4.545245806,17.14526978,65.79860917,13.000363,4.892642345,42.27933347,34.94264619,250.5143276,21.242924,29.70862654,40.49702392,22.58390268,11.04650988,46.70568719,0.857049975,1744.949982,7.992844659,4.922778359,1.883401153,0.714957387,2.91505339,1.763993857,6.35577249,360.6625363,20.788716,25.17161871,3237.845757,0.087312552,2.065622983,8800,639.2953511,9.595070184,2.673644708,268.4562605,356.6234658,1012.555308,7.044706405,0.304355284,2.677609406,3.616094741,31.56858185,9.645109116,57.13017765,4.161495175,1.765323484,2.540615433,10.67391787,1735.571416
Unknown25,Primary Macrophages,Infected,2,Not treated,4.72579886,17.14526978,286.7832396,1.651613457,6.236022707,34.76813815,30.54313268,299.2574864,5.3439568,24.59110358,36.39180828,26.74747325,7.995572066,23.32939221,1.053015763,888.6485008,19.86781219,3.72893182,1.526272899,0.714957387,9.643607205,2.027777231,10.11865132,305.0503,11.54446116,22.10550368,914.128496,0.087312552,3.865152792,8800,866.8781004,35.45119969,1.735334025,923.2621536,365.8480701,624.6858119,12.82196856,0.512403384,4.534039715,3.714216075,213.0260899,11.0274123,53.26549274,4.161495175,0.734594215,3.521808681,10.31147788,1039.116082
Unknown24,Primary Macrophages,Infected,2,Not treated,2.798501547,11.87559226,57.28892225,10.98075062,4.429586639,37.0313673,22.91148816,210.9624926,17.89341258,24.14184748,27.11821364,17.37198694,7.528264901,20.61562688,0.828595353,1127.499356,6.417781748,3.608127335,1.052025403,0.60771083,1.284573771,0.965056909,4.966020943,218.8477114,14.77864844,16.0651889,2738.297687,0.046149667,1.783713802,8800,536.0687612,8.90457476,1.026262238,242.7729941,282.1947193,803.7776936,5.573652619,0.283053772,1.487587099,1.705215958,28.49709425,3.377235168,28.41289109,1.087567728,0.235006186,2.2178798,4.722627841,1470.313009
Unknown25,Primary Macrophages,Infected,2,Not treated,4.364676072,17.14526978,304.5170683,1.584391505,7.525811683,39.30967184,33.48866039,321.8791837,5.809561947,26.39188355,39.47154785,30.90720827,8.182038602,23.67005002,1.108092392,808.4137515,19.30236804,5.511508251,2.780604381,0.823227279,9.420104586,1.763993857,8.907996898,342.0674032,15.07536075,23.12435143,1002.672287,0.087312552,4.343108597,8800,770.2726784,40.46445251,1.735334025,999.1042933,377.8768083,699.8440535,11.89336932,0.679808536,5.03859328,3.322982465,214.0228725,9.299079965,59.39429807,0.260389206,0.510551371,4.018622746,6.999804485,1316.326959
Unknown10,Primary Macrophages,Not infected ,8,Not treated,2.677883792,9.676875767,124.7175098,0.784930594,2.976651871,74.21876137,36.38515307,3192.531683,16.36948415,29.70862654,9.382192786,9.004703138,8.925566394,17.25474331,0.885380511,308.7478462,7.796768712,2.629860927,1.645190137,0.293994562,1.684791967,2.203116269,2.287507219,89.73924103,4.993511699,12.11667372,2181.011691,0.207108994,1.340657562,8800,1091.793642,4.707844531,2.310904396,154.1338438,289.5671039,230.7356902,4.130609613,0.261076005,2.677609406,5.107232722,15.70889366,6.870926706,34.38587852,2.7,0.399600605,2.057458568,3.944750849,1645.491566
Unknown11,Primary Macrophages,Not infected ,8,Not treated,7.734567581,29.94038262,1110.575376,4.622235454,11.17776297,152.6296939,44.83288302,9132.22645,126.00059,23.84255411,36.39180828,37.14165042,22.75527213,35.76458939,1.900198997,240.5997909,150.0719504,17.13378013,4.226716306,1.716082401,8.529555007,3.595010245,13.71869563,407.3821644,10.23827148,50.58033202,1448.47378,0.087312552,6.702004079,8800,22423.63046,553.0089997,14.4018135,3494.456978,1047.334013,223.8955609,23.9887322,0.806033648,9.562330274,13.51806387,93.77949127,12.40709217,75.00084377,5.643046075,1.533824854,6.379737644,18.99140821,5432.895417
Unknown12,Primary Macrophages,Not infected ,8,Not treated,6.290258754,28.98865902,713.4126716,2.737232657,12.14936988,115.6067294,43.44706911,5206.959769,52.62269796,95.10121996,44.59381577,37.14165042,18.59528163,28.81480162,2.052861561,503.3285127,126.9309322,8.509656033,3.441938848,1.320486469,4.888646217,2.944609655,11.26511722,291.8894786,18.06511441,37.69657429,1754.321692,0.066859374,6.485816996,8800,33746.93672,120.3704025,12.65970754,1573.482537,704.9540552,1234.123808,18.17625722,0.759312855,8.140567875,13.08446257,49.52890816,14.47233824,54.82577664,6.375624014,1.418530583,4.854422066,12.11493528,2621.636045
Unknown13,Primary Macrophages,Not infected ,8,Not treated,6.651285806,24.15856797,863.4265613,3.045619351,11.76257505,109.5768666,39.23837542,4974.056318,39.37810858,54.39186544,46.63933201,35.06406594,19.31905304,37.51627561,1.900198997,328.744013,147.97204,10.87491381,4.045324419,1.320486469,7.939083286,3.205140701,13.41078863,352.6864162,15.67005672,31.3850137,1643.430111,0.207108994,6.485816996,8800,20701.59066,198.5237627,11.55929845,2359.996353,855.181954,863.1291923,19.77739093,0.630936664,8.224245238,8.396174809,139.7346705,11.71755951,76.34745499,1.087567728,1.303564254,6.03868228,15.66726238,3282.058638
Unknown10,Primary Macrophages,Not infected ,8,Not treated,2.315841167,7.980023702,123.0778254,0.57120984,3.473497322,80.1495271,26.01642556,3316.251634,16.56131064,30.46514693,13.5935112,5.851262062,7.90224392,21.96990034,0.713419591,297.3993377,8.775089751,2.876611873,1.526272899,0.168522028,1.684791967,2.071648307,3.158985431,62.93301027,4.166009085,10.17011804,2071.835365,0.087312552,1.639064424,8800,1135.802608,4.500545708,2.455743505,147.6447879,324.4416015,227.3138681,3.001412547,0.189436045,2.508156764,4.906202461,15.3510689,4.779239025,45.12961432,5.274865794,1.188948018,1.977501883,7.372976508,1700.112662
Unknown11,Primary Macrophages,Not infected ,8,Not treated,6.891984591,28.98865902,1123.509693,4.290778045,13.48537102,167.675538,48.94450533,10008.70742,115.3301108,22.34863965,40.49702392,39.21877579,20.94687165,39.97741652,1.874602422,232.4667133,144.8208642,16.48354525,4.34773712,1.602389184,9.271291268,3.897566482,14.82155966,427.4997667,8.942928278,41.41995717,1288.908222,0.087312552,7.553052265,8800,140201.3812,522.4387141,13.60804009,2878.046158,993.8654334,212.981011,22.03672654,0.806033648,9.813085201,11.68307965,93.18293983,11.71755951,68.1016803,8.548216637,1.649428013,6.550682376,17.59682957,5623.349389
Unknown12,Primary Macrophages,Not infected ,8,Not treated,6.290258754,28.98865902,742.4155106,2.857013422,11.17776297,121.671351,44.83288302,5089.892264,52.07306782,92.69079837,48.68305683,38.1802661,19.31905304,39.27321371,2.052861561,526.978247,130.9702924,9.189725668,3.924490958,1.602389184,5.895243827,3.595010245,12.99506712,403.365261,17.7643535,35.05546916,1675.281336,0.167580637,6.268123136,8800,19434.57166,125.6112097,12.97530172,1765.995976,744.6163167,1216.659308,17.5389298,0.614418944,7.722083732,7.562585825,49.55934228,13.09604567,70.89622056,8.548216637,1.418530583,6.209069019,12.29415398,2888.853814
Unknown13,Primary Macrophages,Not infected ,8,Not treated,6.891984591,25.13487281,873.35495,3.045619351,10.98153478,113.7940585,50.97656601,5021.111455,37.39274531,54.31324249,40.49702392,34.02507829,18.59528163,39.62521461,2.103416617,341.2418257,152.8707853,11.54367917,3.924490958,1.461002106,8.086449464,2.857643915,13.30742432,398.0128945,15.67005672,36.6382469,1679.569201,0.167580637,7.342222129,8800,34906.6191,203.4452038,11.55929845,1916.092002,871.6198192,881.4766571,18.81539305,1.075316091,7.889497432,9.236219542,147.7941956,12.40709217,89.92992071,5.643046075,1.418530583,6.979216658,17.59682957,3338.295269
Unknown26,Primary Macrophages,Infected,8,Not treated,14.0084199,47.80038798,236.4456989,15.91743024,13.10634301,173.3575905,124.0292422,8433.984878,243.6895134,65.64931919,93.31392767,119.2119964,35.28233712,73.0990268,3.13446437,3662.278,39.14902995,11.76598872,6.782454736,2.994381581,8.825775758,6.260230769,16.73595225,1308.32972,56.27053505,91.54692887,6001.357983,0.478096738,7.814912566,1025.256036,32050.21195,37.96819081,17.12337616,794.1215064,2233.994255,1917.972037,35.28385616,1.204892175,15.40744903,17.0234693,31.88888024,19.95938453,83.58046312,12.10669005,3.056214725,8.100777795,35.19238845,3107.208159
Unknown27,Primary Macrophages,Infected,8,Not treated,7.373430155,29.46506916,1187.491908,7.079653989,11.95627116,153.7214077,42.05299973,12045.77964,300.619082,17.00706354,44.59381577,49.08074673,23.38830861,30.19701974,2.103416617,906.0300161,149.3720562,12.32048873,4.045324419,1.916203108,7.791888845,3.508461388,13.82062037,400.6885746,12.71402008,51.66845994,2074.310428,0.046149667,8.074996729,21390.45335,48728.84873,607.7368517,12.0300985,3328.667082,1253.999058,242.3957266,23.33653988,0.711878864,9.395138934,13.95274314,95.14062417,13.44031522,72.27562006,4.161495175,1.074707969,6.721897708,16.72159251,5899.593233
