Sample,Sample type,Virus status,Timepoint,Treatment,IL_2ra,MIG,MIP_1b,IL_6,IFN_a2,IFN_g,SDF_1a,IL_1ra,MCP_3,IL_16,IL_12_p40,LIF,TNF_b,IL_5,GM_CSF,MIF,TNF_a,RANTES,IL_2,IL_1b,IL_18,Eotaxin,Basic FGF,VEGF,b_NGF,PDGF_BB,IP_10,IL_13,IL_4,MCP_1,IL_8,MIP_1a,IL_10,G_CSF,GRO_a,HGF,IL_1a,IL_3,SCF,TRAIL,M_CSF,CTACK,IL_15,IL_7,IL_12_p70,IL_17,IL_9,SCFG_b
Unknown28,Primary Macrophages,Infected,8,Not treated,8.336590405,157.0851035,1050.423136,40.77453122,12.72521,152.1620818,48.94450533,9418.805418,870.7425497,31.52594229,67.00810657,48.56182165,22.75527213,49.91548527,2.27914833,880.7238245,121.3051475,18.64461923,4.045324419,1.716082401,3.612929092,3.854377393,15.69635431,449.0174117,26.94016576,48.41051303,110552.7576,0.00301255,9.099195204,8800,9925.896044,385.5079746,4.663878061,3018.214313,562.0466833,1336.319505,20.74321867,0.897665131,9.729504373,24.87891919,32.26778643,17.21917117,82.93427782,6.375624014,0.790976135,6.721897708,18.46923813,3724.988116
Unknown29,Primary Macrophages,Infected,8,Not treated,7.734567581,88.03352316,815.6327748,28.82541267,12.3418843,142.2249767,46.8969611,8322.338223,821.2966973,30.23808631,55.82316273,48.56182165,19.49995934,39.27321371,2.002143868,885.3391142,92.34390768,10.20323256,3.141006861,1.77311346,3.193150194,3.897566482,13.6164189,400.6885746,21.39790668,46.78887039,61837.62755,0.127693792,8.178552641,8800,14374.27445,155.2301352,6.165625829,2151.370923,615.4066427,1132.931952,19.77739093,0.727775516,9.896662007,21.25953888,39.98742159,13.78445157,64.53642192,7.466190408,0.960875337,6.03868228,15.31476979,4935.607681
Unknown26,Primary Macrophages,Infected,8,Not treated,5.628404996,20.19329919,165.5351317,9.315728548,7.94614344,111.080998,54.33143856,6590.807434,126.4139714,37.93085495,54.80430584,59.97692992,14.24277032,11.96405682,1.511041223,1333.881242,20.62067324,3.849450707,3.0808844,1.097673005,0.956305979,2.901134766,9.032408033,719.4993975,22.314274,35.05546916,4184.981163,0.207108994,4.577846858,8334.232682,5934.503635,27.99645419,5.262092341,597.3785462,1615.903213,889.1331507,14.06823716,0.512403384,6.716963957,8.396174809,17.45100364,10.68209596,5.497652667,0.260389206,0.622254582,4.351837157,9.583681583,1578.323878
Unknown27,Primary Macrophages,Infected,8,Not treated,7.253061843,26.10578708,1098.978531,7.294321585,11.76257505,162.799823,39.23837542,10706.50405,262.4573167,15.82819734,34.33571455,48.56182165,21.12771014,35.41490022,2.153814039,826.9316187,147.4469547,12.98359848,3.683055996,1.744582912,7.498025116,2.988068895,13.82062037,459.7982241,9.805244482,44.09727305,1731.338895,0.046149667,7.814912566,8800,20371.16157,516.5722324,11.55929845,3464.661636,1194.033343,232.1053956,17.85736457,0.614418944,8.475240896,9.764299821,91.2979621,13.78445157,70.89622056,2.265887657,0.847488222,6.379737644,13.18749585,6046.329339
Unknown28,Primary Macrophages,Infected,8,Not treated,7.975356144,146.1115559,1092.796023,39.20008602,13.48537102,141.6064023,44.83288302,9045.576091,788.6512136,28.5002733,62.94537495,47.52394115,19.40950778,37.16551186,2.103416617,733.8618261,117.7853743,17.45826535,3.20115092,1.602389184,3.193150194,3.854377393,14.82155966,462.4956655,21.70302119,45.71054461,203609.3856,0.087312552,8.178552641,8800,9345.750915,410.5444319,4.663878061,2688.306943,536.2340322,1257.190466,21.38916782,0.927744419,10.06380392,21.93477655,30.58040473,16.53312747,77.68388494,6.375624014,0.960875337,6.721897708,15.31476979,3692.826401
Unknown29,Primary Macrophages,Infected,8,Not treated,8.396802566,86.40081917,828.488486,30.49505097,13.10634301,143.4630188,59.62440773,10118.28851,791.9324029,33.12075306,64.97735001,55.82615019,23.20743155,49.20099938,2.353918153,979.2607109,97.12916119,12.54179595,3.924490958,1.77311346,3.753510993,3.983913017,15.01798159,473.2942458,22.16133371,69.35378969,53347.61658,0.207108994,8.692453434,8800,10613.09045,175.4462487,6.923839839,2214.897204,619.5318021,1235.712961,20.74321867,0.790533624,10.06380392,21.03482515,44.6562185,17.21917117,75.00084377,3.786963515,1.418530583,6.893378389,15.49108414,5372.190911
Unknown14,Primary Macrophages,Not infected ,24,Not treated,3.762615788,14.54486462,96.94359978,1.049795249,4.429586639,119.2414172,48.94450533,6109.370573,21.242924,43.31975677,26.08410124,9.529169683,12.32851001,30.88964142,1.108092392,347.4619692,11.49060107,4.328867724,2.301375042,0.449112404,2.984438602,2.203116269,4.632504602,132.0447976,5.549276699,20.58344806,3853.995093,0.285380511,2.203378821,8800,1599.969725,6.195672859,2.600927614,191.7920279,319.4001851,540.1025516,5.282611062,0.477046168,3.354092721,7.770347039,13.54363092,9.990950429,50.88624154,4.905295233,1.361005123,2.540615433,9.948081476,3493.645892
Unknown15,Primary Macrophages,Not infected ,24,Not treated,3.883051477,36.49085067,407.1172792,3.424173381,7.100944928,192.2864244,40.65025473,18036.14363,365.1677521,27.595701,26.08410124,29.3476903,26.73685923,25.37786291,1.405137903,357.2664443,67.02651528,14.08362107,3.381710524,0.987302589,5.175071569,3.335214125,9.400954663,154.7753323,4.303388604,73.85158334,2449.968741,0.127693792,4.810045798,8800,34222.31134,29.80082142,6.771831294,649.3687733,1227.898761,291.5023263,10.97033662,0.54702309,8.558894411,16.69225548,33.84597568,11.0274123,51.68470535,8.548216637,1.188948018,4.351837157,16.8968764,17121.4559
Unknown14,Primary Macrophages,Not infected ,24,Not treated,2.979377345,12.95267488,89.30178237,1.016589027,3.473497322,99.26128211,42.05299973,5878.149771,19.39465825,37.01170463,21.93867979,10.05337734,10.77102444,21.2920942,0.94168908,298.5206778,9.942819654,2.629860927,1.585715208,0.345239847,0.762227098,2.378090035,4.287300137,112.0227393,3.618773014,20.58344806,3361.3647,0.22676481,1.783713802,8800,1134.923675,5.94417557,2.166425565,186.1886784,274.6687202,457.3711398,6.453274507,0.365107813,3.016096729,5.713927195,12.07690335,6.870926706,30.46230837,4.905295233,0.847488222,2.2178798,7.372976508,3359.419188
Unknown15,Primary Macrophages,Not infected ,24,Not treated,4.966515112,36.49085067,405.931119,3.562258706,9.183013836,196.1302862,43.44706911,17776.00748,359.9012133,26.69259236,26.08410124,27.78772431,27.09922392,28.12524445,1.537363038,347.1490128,66.12952057,13.75426236,2.960705198,1.042395247,5.175071569,3.767966711,10.35262185,175.1406111,6.388597627,73.28776535,2512.400809,0.127693792,4.925250387,8800,22119.86102,30.14384076,6.46835802,628.5652593,1244.66013,290.1104311,13.44397473,0.614418944,8.056884214,18.0200727,32.9099247,10.33661062,45.12961432,6.740185154,1.074707969,4.686539664,17.94612092,17382.60568
Unknown16,Primary Macrophages,Not infected ,24,Not treated,4.846159682,87.21770318,809.2932354,4.186346689,9.183013836,182.0787812,62.89057306,14844.24641,148.9206641,89.04855344,45.61680348,28.82775381,27.28043883,34.71618367,1.745917636,565.0068903,97.12916119,22.60002528,3.141006861,1.208752822,2.090519717,2.901134766,9.642943108,224.0243198,11.25329959,61.55452446,16488.22803,0.167580637,5.493107897,8800,15082,36.00039405,7.686514774,729.0324191,1179.665933,1904.497957,14.69468103,0.614418944,7.21966868,15.26297174,15.98453651,13.78445157,67.39525336,12.81106478,2.056249489,4.519007958,18.8174543,6620.032071
Unknown17,Primary Macrophages,Not infected ,24,Not treated,8.216171749,74.84464982,1506.601226,6.776198751,13.86237541,181.4429011,62.239747,14510.96076,284.8551877,64.85050403,59.89502472,41.29550957,46.87408079,45.28365441,2.178955125,407.6286867,156.717313,72.06586025,4.953919496,1.77311346,3.823919056,4.587255501,14.22489845,455.7537334,14.63045339,67.1159595,12676.16472,0.167580637,8.384874144,8800,91616.8641,350.3091532,9.921359482,2911.286601,2211.608586,1417.651367,23.66244868,0.743585545,10.899302,17.68738584,37.93932276,15.1597313,84.22451449,7.466190408,1.418530583,7.065119402,36.20073099,7905.910172
Unknown16,Primary Macrophages,Not infected ,24,Not treated,5.327556273,85.17346891,819.0171877,4.029919236,8.774474826,179.8542975,51.65064424,15439.55582,140.6487118,83.291053,53.78507707,26.74747325,27.09922392,38.56982072,1.900198997,541.3212592,99.60742099,22.91862068,3.321502961,0.932403756,2.090519717,3.681511494,10.58415445,312.9622561,13.00760337,62.66296644,15346.42108,0.207108994,5.605166047,8800,34840.47877,37.28873439,7.457259684,717.4461492,1212.378974,1881.792338,16.90345811,0.630936664,8.224245238,15.70169303,16.1500846,11.71755951,58.64387796,3.410422541,1.074707969,5.191201276,21.5893326,6995.879913
Unknown17,Primary Macrophages,Not infected ,24,Not treated,7.373430155,77.34082535,1506.236806,6.758372651,12.72521,171.3032968,66.12760709,15504.47911,260.8942895,55.65108086,69.0376884,41.81463908,42.80519997,50.63064129,2.052861561,393.7115861,150.7717696,71.46806448,4.408275009,1.545734169,3.612929092,4.630284806,14.91992003,560.1610789,14.77864844,65.99985684,10848.93913,0.167580637,7.971170512,8800,68456.71355,449.0000311,9.069798777,2465.22502,2108.290962,1378.117763,23.33653988,0.679808536,10.23093083,16.14136415,38.29475467,15.1597313,81.63537462,6.740185154,1.418530583,6.721897708,33.67747305,8241.611021
Unknown30,Primary Macrophages,Infected,24,Not treated,4.605431868,32.77043598,38.98142954,7.581134688,7.736522817,139.2894196,52.3231398,10609.40495,197.3742769,45.64336512,44.59381577,54.78844588,21.12771014,14.59459921,1.378500736,1028.644841,21.74778525,4.328867724,2.002684283,0.768972416,0.762227098,2.901134766,8.401952569,466.5434874,19.57457372,46.2494285,74563.27344,0.167580637,4.224723666,8800,10049.02583,14.12314245,2.166425565,374.8838621,585.955605,1189.727331,9.142429806,0.325081937,5.710510669,9.341653203,15.51614658,11.71755951,19,1.877960572,0.180799839,3.274861941,14.25389489,3338.295269
Unknown31,Primary Macrophages,Infected,24,Not treated,6.470769662,48.24430148,956.1036598,12.51618633,10.5870456,183.3512901,46.21082755,20507.85916,691.9400031,20.11589493,34.33571455,41.29550957,29.003169,32.97333783,1.642073781,834.4394018,122.0087564,27.03575422,3.562457016,1.659173156,5.175071569,4.199602339,14.62392684,328.8197546,9.517243873,59.89552826,4194.052378,0.087312552,8.074996729,8800,198921.4395,115.9742517,5.187127666,1726.69522,2167.418728,274.13865,21.06598988,0.711878864,10.06380392,21.37196479,38.91753203,13.09604567,73.64369253,5.274865794,1.074707969,6.209069019,20.89853164,12961.68948
Unknown30,Primary Macrophages,Infected,24,Not treated,4.72579886,30.88780864,41.59681243,8.156750552,6.671163227,143.7727148,46.21082755,10463.70567,186.6748537,40.85052465,38.44553087,56.8638469,18.23328974,20.95369094,1.378500736,1092.061701,22.49780739,5.040915791,2.002684283,0.932403756,0.891344012,3.161755319,8.656702079,689.1117191,20.18092996,47.32886714,47024.23304,0.167580637,4.343108597,8800,8582.804989,15.10253888,2.746443027,369.615546,610.2223246,1143.162692,8.840318284,0.614418944,6.130052718,8.396174809,15.9293808,11.71755951,16.82555783,2.650251125,0.734594215,3.521808681,12.83069517,4190.453443
Unknown31,Primary Macrophages,Infected,24,Not treated,6.169920318,50.89587674,1039.79329,15.55708275,10.38874977,188.4512196,46.21082755,23360.02224,960.0460542,22.42323358,36.39180828,45.44803971,35.6476501,37.16551186,1.951258227,889.9752397,147.97204,44.08736067,3.743385356,1.830263073,4.960160276,3.854377393,13.41078863,424.814282,9.517243873,64.32925732,6723.1286,0.00301255,7.658015365,8800,29407.21639,166.0784845,5.863655396,1947.345824,2481.792584,313.1373294,20.74321867,0.806033648,10.39804344,23.29004548,47.52484452,13.44031522,63.81307673,0.260389206,0.960875337,5.868583504,25.02466559,15943.43272
Unknown32,Primary Macrophages,Infected,24,Not treated,8.336590405,461.1447268,1215.333141,53.25568889,13.48537102,182.0787812,59.62440773,15970.24539,1552.660739,47.66393375,64.97735001,54.78844588,35.46497396,53.49782211,2.353918153,814.546713,124.8220784,34.22726306,4.529405144,2.002393347,2.638489164,4.458117186,14.62392684,384.6498011,14.9269511,76.11134941,27400,0.246358276,10.3973596,8800,1035123.736,83.60019228,7.228389574,1524.986707,1912.882781,1524.850171,23.33653988,1.133233377,12.31900917,32.00500235,15.37857321,18.93251364,76.34745499,7.827748207,1.418530583,7.237115956,28.43371538,5884.185037
Unknown33,Primary Macrophages,Infected,24,Not treated,10.26448754,895.9311716,2117.556486,72.51053255,17.8944076,185.58057,83.8079318,14731.94577,10495.18996,41.31277277,60.91213472,58.93923305,54.89933248,56.73553049,2.453135921,772.4329544,173.8283877,84.38055727,4.408275009,2.175489466,4.603224649,5.61790979,18.55416828,459.7982241,18.96967361,86.36721627,27400,0.127693792,12.52598499,7799.110437,41046.19317,513.5147014,8.607263738,2596.377854,2381.21025,1305.876844,30.58813731,1.190621235,13.65471085,49.96826875,29.04561512,20.98546069,94.2627182,5.643046075,1.074707969,8.100777795,44.89600665,6318.322972
Unknown32,Primary Macrophages,Infected,24,Not treated,10.02336133,546.6431468,1236.350182,59.81839918,13.86237541,197.7344222,69.97670756,14607.05511,2351.331362,54.23462871,62.94537495,61.01463406,43.63553566,66.52045143,2.403593423,802.927713,146.046512,51.19831646,4.287217511,2.699977774,3.472667789,5.14602867,15.79215531,562.8885948,22.00847791,81.79173651,27400,0.207108994,9.602578252,8800,12548.35507,112.0752054,7.076026648,1745.129124,2118.627362,1754.719927,21.38916782,1.075316091,12.98690487,36.20195391,17.78430149,19.95938453,84.86646359,9.979660976,0.847488222,6.893378389,31.14555107,8295.100952
Unknown33,Primary Macrophages,Infected,24,Not treated,9.782278161,1040.000451,2013.216588,79.65163163,14.98197901,186.3774743,85.66410744,14801.99042,4300,46.10909298,79.16933404,64.12782369,60.17995885,70.17002554,2.650044705,874.8203444,186.0306987,103.7320085,5.136114073,2.233391535,3.332737685,5.060145381,16.82897366,601.1505538,18.36625722,80.65216227,27400,0.167580637,11.71253098,8316.553718,21645.70817,532.0090955,7.992776247,3046.912782,2539.888357,1421.693371,30.58813731,1.360125251,14.99015021,49.48809401,32.96835753,22.69393017,100.3104967,10.69115215,0.960875337,9.494470005,52.20878759,7722.929841
Unknown18,Primary Macrophages,Not infected ,48,Not treated,6.230089357,89.66202284,62.28999117,7.240618962,7.94614344,183.3512901,93.63666535,15835.11401,131.8417245,26.31673203,32.27709053,20.50028706,22.75527213,34.0183615,1.484659203,275.588036,54.42485726,6.095701768,2.840615245,0.768972416,3.193150194,3.767966711,7.614788342,226.6151614,9.22980176,56.04193661,3044.470989,1.043849845,3.62141512,8800,15900.95518,11.91353619,3.921217965,403.8352291,2495.133573,951.4016009,9.445296389,0.581002303,8.726184644,14.60672141,37.08169326,9.645109116,63.81307673,7.103687291,1.765323484,3.686993859,15.31476979,12309.54217
Unknown19,Primary Macrophages,Not infected ,48,Not treated,4.605431868,148.3907836,129.7595398,10.61313337,7.525811683,179.5367654,55.66293851,18489.08132,264.5411832,31.3742815,36.39180828,30.90720827,26.28401986,26.74933883,1.431709006,377.1519731,38.23302181,6.212042676,1.883401153,1.097673005,4.177084776,3.595010245,8.401952569,83.60139562,4.993511699,107.2838788,4543.41126,0.127693792,4.925250387,8800,8219.337978,21.6880063,7.53363559,487.8417812,1513.040817,1017.216677,9.445296389,0.440828019,9.395138934,15.48221224,23.23301513,11.3725651,24.09392151,4.161495175,0.847488222,3.357063854,17.07204027,28046.45675
Unknown20,Primary Macrophages,Not infected ,48,Not treated,4.364676072,123.8147726,275.3666171,3.25188572,7.94614344,164.0565314,54.33143856,13254.66347,61.29716611,101.1197108,52.76546824,18.41517954,26.82744243,37.16551186,1.537363038,450.1039271,80.25479289,13.42435552,3.0808844,1.097673005,2.363590743,3.940744967,8.656702079,239.5940698,12.56740456,79.51432604,17283.78633,0.147688637,4.343108597,8800,48989.9449,19.28420231,8.146155029,570.1562978,1336.001576,2643.816804,12.51183667,0.54702309,7.722083732,10.40091491,9.819125345,10.68209596,50.08217808,10.69115215,1.188948018,4.185038182,18.46923813,12309.54217
Unknown21,Primary Macrophages,Not infected ,48,Not treated,5.207212718,137.3291158,462.7563188,4.395325124,7.525811683,176.9987851,59.62440773,15077.37225,85.3423638,55.96625165,50.72507603,22.58390268,29.003169,32.2778178,1.642073781,317.1657378,121.3051475,19.93306356,3.0808844,0.877708404,1.819476352,3.465168591,8.656702079,225.319531,12.71402008,88.09002448,18124.45442,0.046149667,4.577846858,8800,215539.8757,25.75538647,8.761285567,543.4973846,2045.642734,2275.771325,13.1326847,0.477046168,7.387170659,13.73527058,11.34789619,9.990950429,60.88279718,7.827748207,1.418530583,4.018622746,18.46923813,15176.74055
Unknown18,Primary Macrophages,Not infected ,48,Not treated,5.929246549,88.03352316,60.67327343,6.972463698,6.671163227,183.9879177,91.19528004,16948.16054,123.7930403,24.4413095,26.08410124,19.97915931,21.48938154,38.56982072,1.484659203,263.3064493,53.33990466,6.328226268,2.480902583,0.823227279,3.193150194,3.508461388,7.343902799,222.7295301,8.656634043,56.04193661,2865.109583,0.931631757,3.865152792,8800,18232.40521,11.49858349,3.625873519,301.9165651,2458.039567,904.4666907,8.238440761,0.647336724,7.554641898,15.04397442,34.75504962,11.0274123,55.59858357,7.827748207,0.960875337,3.357063854,16.01921925,11747.08659
Unknown19,Primary Macrophages,Not infected ,48,Not treated,4.485057892,144.2085366,131.576284,10.15493079,7.525811683,182.7149111,55.66293851,19357.19206,255.3574654,28.80212063,32.27709053,26.74747325,26.55570836,23.67005002,1.35179587,364.9953994,41.34397122,5.745699041,2.480902583,1.097673005,3.89440362,3.508461388,8.143541371,120.7595364,3.346587735,106.6958785,4489.862854,0.127693792,5.039886099,8800,8390.927736,22.2338719,7.228389574,461.7761956,1499.477361,948.3162292,10.35824502,0.614418944,9.060701294,16.5819632,21.98765173,12.40709217,28.41289109,4.905295233,0.960875337,3.686993859,13.8990715,28342.36092
Unknown20,Primary Macrophages,Not infected ,48,Not treated,4.72579886,128.0828236,286.9194827,3.25188572,8.362268854,178.2672683,57.6496803,13306.92287,62.90080717,106.764041,57.85979209,22.58390268,25.65024641,36.46462085,1.642073781,456.2183615,83.10449234,13.86410871,3.502187741,0.877708404,2.776571949,3.335214125,9.156024351,247.4006014,13.00760337,77.24390898,19339.60998,0.127693792,4.40204205,8800,76865.66179,21.60706437,8.146155029,490.7498065,1382.865725,2791.832666,10.66395518,0.695891382,7.722083732,11.79043686,9.979364334,14.47233824,56.36667591,8.548216637,0.960875337,4.351837157,18.8174543,13076.66211
Unknown21,Primary Macrophages,Not infected ,48,Not treated,4.123885232,140.0098603,455.4666647,3.752488741,9.183013836,182.0787812,56.98880003,16366.91553,83.88669124,53.60604915,48.68305683,23.62521906,28.09619063,36.46462085,1.615980147,300.7723143,118.4895635,20.57518128,3.502187741,0.823227279,2.022559914,3.681511494,9.156024351,276.1406128,13.00760337,75.54573665,19330.74585,0.167580637,4.810045798,8800,15082,27.20840753,7.839562254,555.3224004,2014.556585,2268.851484,14.38119086,0.581002303,7.889497432,16.4717276,11.42874795,10.33661062,56.36667591,7.103687291,0.734594215,3.686993859,20.55261253,15718.96768
Unknown34,Primary Macrophages,Infected,48,Not treated,4.485057892,65.58749807,18.09939962,5.941338882,5.794998481,154.9701368,56.98880003,12191.09689,227.4954994,22.34863965,42.54641417,52.71299804,19.49995934,20.61562688,1.325021592,949.3730229,22.12293128,3.243884386,1.764234776,0.661197624,0.383082239,3.074941638,6.787485111,642.2980999,14.1865205,69.35378969,70782.26549,0.63032758,3.743711666,8800,5504.369052,12.68770802,2.746443027,299.8570245,679.2502618,1702.428961,7.044706405,0.564087507,6.884566837,11.89786969,14.03500585,9.299079965,36.27279414,1.877960572,0.622254582,2.784190877,14.25389489,11315.46355
Unknown35,Primary Macrophages,Infected,48,Not treated,4.846159682,107.7205659,217.5067177,12.36751258,8.362268854,165.6289284,39.23837542,14690.1465,396.5869884,28.80212063,26.08410124,37.14165042,28.91244174,25.37786291,1.589831263,581.0987282,124.8220784,17.99817095,3.0808844,1.687612341,3.753510993,3.767966711,8.907996898,132.0447976,4.440988075,106.1082671,8671.895558,0.107577282,5.493107897,8800,152059.4297,34.83874675,4.366104848,720.9186252,2673.971643,444.4160031,10.05322115,0.477046168,8.893453292,17.5765972,18.00675423,12.40709217,30.46230837,2.650251125,0.180799839,4.185038182,18.12060106,26619.84566
Unknown36,Primary Macrophages,Infected,48,Not treated,4.485057892,155.9547928,16.0716135,10.81520748,9.183013836,139.1351048,77.57155102,8669.635896,218.6603559,22.94569231,64.97735001,23.62521906,18.95719915,35.41490022,1.271257525,546.1706677,16.84358317,6.212042676,2.540794919,0.877708404,1.284573771,3.031512792,8.143541371,276.1406128,23.54079695,72.16148786,27400,0.285380511,3.559932728,8800,2931.547583,6.191359805,3.921217965,208.6763664,537.3750769,3011.99571,7.639837557,0.477046168,5.710510669,14.17047806,6.184537286,11.71755951,53.26549274,5.643046075,0.510551371,3.686993859,11.03544485,13168.84723
Unknown37,Primary Macrophages,Infected,48,Not treated,6.230089357,1259.795349,473.3964046,87.07517434,11.17776297,168.4634413,103.9084017,16919.66088,945.043785,35.33017676,60.91213472,39.21877579,30.91008293,50.63064129,1.848960167,619.7633504,156.0181007,27.97995142,3.622746492,2.291391647,2.022559914,3.724744761,11.04030996,336.7648131,17.31393665,100.8374085,27400,0.127693792,6.268123136,8800,36203.77286,36.7255374,8.299696936,729.8059899,2459.77639,2186.079851,17.5389298,0.695891382,10.06380392,24.19698179,6.965586491,16.53312747,65.25623826,7.103687291,0.904123377,5.191201276,21.5893326,16232.84993
Unknown34,Primary Macrophages,Infected,48,Not treated,4.72579886,62.17647928,17.22047284,5.693853188,7.100944928,145.9426501,55.66293851,11968.77108,214.6623949,21.75227776,43.57035686,51.67524593,21.48938154,25.72030613,1.405137903,970.6387129,19.49092711,4.567102253,1.407489565,0.501641823,0.634319681,3.335214125,6.501163307,565.6168549,14.1865205,63.21791492,48276.33132,0.743728486,3.62141512,8800,7224.025019,13.28648987,2.528293324,331.2450647,691.7084826,1561.626083,7.044706405,0.304355284,6.046166968,10.40091491,13.68000347,8.259790209,26.29387888,4.905295233,0.566317189,3.192776751,14.25389489,11515.17703
Unknown35,Primary Macrophages,Infected,48,Not treated,5.327556273,127.695629,225.3521724,12.70222991,10.18972844,174.7813948,52.99408401,16942.45493,425.624135,30.46514693,36.39180828,37.14165042,28.54959903,29.85108347,1.79753533,675.0836561,134.3046837,21.42928,3.562457016,1.630765286,5.175071569,4.113356171,10.11865132,166.2134124,6.810666024,110.8200066,11543.48318,0.087312552,5.549196463,8800,31552.90396,40.91542439,4.514876619,848.2668296,2756.814248,489.8897961,13.44397473,0.54702309,9.813085201,16.36154901,20.52292892,13.78445157,30.46230837,2.650251125,0.734594215,5.022645597,20.72561623,30099.93854
Unknown36,Primary Macrophages,Infected,48,Not treated,4.244285504,154.4460018,16.20348536,10.33803492,7.100944928,123.4973178,78.82515605,8273.163794,199.0216721,22.94569231,54.80430584,20.50028706,15.78697101,37.16551186,1.24426387,551.5003965,16.84358317,6.095701768,2.480902583,0.932403756,1.152623057,2.770613021,8.273218467,269.5933212,23.54079695,73.28776535,27400,0.32421236,3.374078999,8800,3378.018517,6.453072657,4.069270156,202.7045406,543.0539287,2834.899647,5.865805831,0.440828019,5.03859328,14.06157802,6.444260156,11.71755951,54.82577664,4.905295233,0.510551371,3.439380173,12.83069517,12856.16809
Unknown37,Primary Macrophages,Infected,48,Not treated,5.508066868,1340.704955,473.2145606,85.68164993,11.95627116,166.8880483,92.41722056,20277.70451,983.099975,35.02494457,58.87757944,38.1802661,30.36491813,50.27297998,1.745917636,637.6064446,152.6958923,29.02671237,3.924490958,2.641343525,2.363590743,4.027070794,11.26511722,355.3440059,16.11717211,106.6958785,27400,0.127693792,6.485816996,8800,78919.38751,37.74087948,7.228389574,916.3924427,2582.460608,2091.844766,15.63828704,0.790533624,8.893453292,20.47385598,6.887231955,17.90480289,63.81307673,3.031623884,0.790976135,5.529275763,21.5893326,16193.50668
