Sample,Sample type,Experiment,Virus status,Timepoint,Treatment,IL-2ra,MIG,MIP-1b,IL-6,IFN-a2,IFN-g,SDF-1a,IL-1ra,MCP-3,IL-16,IL-12 (p40),LIF,TNF-b,IL-5,GM-CSF,MIF,TNF-a,RANTES,IL-2,IL-1b,IL-18,Eotaxin,Basic FGF,VEGF,b-NGF,PDGF-BB,IP-10,IL-13,IL-4,MCP-1,IL-8,MIP-1a,IL-10,G-CSF,GRO-a,HGF,IL-1a,IL-3,SCF,TRAIL,M-CSF,CTACK,IL-15,IL-7,IL-12 (p70),IL-17,IL-9,SCFG-b
Unknown26,Plaque,1,Not infected,48,Not treated,6.563636127,3210.018827,70.40528411,834.3858496,8.380475188,13.46257398,731.7421145,235.7366573,12.95931973,325.6122742,192.3961007,23.6093352,77.25239015,7.496948242,1.535716814,4775.936715,9.846140475,205.1122536,2.441832766,1.141058853,0.938181708,2.261692204,29.99377309,5.999450684,50.92242751,70.76735387,3385.51154,0.233154297,3.28812549,536.6918473,862.9196699,22.12931249,0.595464649,673.0676541,270.8563878,5596.230422,7.67666601,0.268717615,6.278325829,9.765438569,6.280626121,124.5408393,30.37991423,9.745052943,0.000159573,4.1837501,60.00058948,24729.51066
Unknown31,Margin,1,Infected,48,Not treated,1.642707154,697.3295174,11.1094022,1341.087253,3.792777789,2.425345547,280.5313134,55.48038786,3.230151096,49.25721462,62.87654782,20.16576609,31.64287806,7.496948242,0.695702464,886.7910974,3.145674243,59.2108604,0.899102496,0.1407235,1.045593262,1.168516536,17.51946266,5.999450684,22.0165882,39.16411608,2107.747957,0.016634667,1.42366484,104.3191939,984.6678715,2.887248427,0.486845239,115.3127355,110.0046992,2614.478405,1.965331198,0.139630691,2.50180835,6.25545914,3.317043973,85.63834503,19.49023438,5.542576052,0.000159573,0.468396416,23.77687195,9450.593769
Unknown24,Margin,1,Not infected,48,Not treated,2.819170934,1108.078892,32.98250204,2152.474312,4.517705644,4.714841166,421.0528647,49.77194166,4.712243599,88.20741227,92.73502954,14.97345711,126.3816836,7.496948242,1.103030962,1930.97004,6.193070865,399.8419041,1.894042271,0.321188802,1.045593262,2.001547774,20.31830923,5.999450684,26.71601268,42.10357762,1367.64337,0.090349402,1.690964194,133.4016909,1385.617364,7.095157556,0.432896033,246.4913076,281.2572638,1928.810512,2.707658528,0.129829516,3.814187092,13.62256953,1.318335262,70.45629057,19.49023438,10.01980313,0.000159573,3.937098999,82.04633721,9298.619398
Unknown25,Plaque,1,Not infected,48,Not treated,6.267198791,3282.082925,68.27817201,799.4800782,8.380475188,9.001375703,704.3578405,241.3901304,13.26864177,319.7986425,172.3299925,21.02786102,68.08586295,7.496948242,1.396316311,4903.58168,8.035540854,210.4523358,2.551103351,1.113486249,0.151812114,2.13142887,30.51524643,5.999450684,45.27136582,57.68210819,3172.557629,0.233154297,2.631489492,522.8567659,713.9987376,21.94595219,0.272849687,623.5043936,257.9666466,5172.045277,7.47003248,0.379690796,5.699769607,12.45916632,5.852062527,120.0003013,42.6161118,8.917343675,1.870849609,3.608167348,52.04133565,17625.91446
Unknown26,Plaque,1,Not infected,48,Not treated,5.970888223,3009.362846,65.3227313,734.6960584,7.979797008,14.02953541,691.1919317,232.8023586,12.25921585,287.6723147,164.8827557,21.88913121,61.23246858,7.496948242,1.396316311,4990.928641,8.763153691,164.2657607,2.551103351,1.196108935,0.151812114,2.196514057,25.97162833,5.999450684,38.82084525,61.99386033,2743.970572,0.11306567,2.797436559,529.6415054,778.5672464,20.59396158,0.272849687,571.7282902,255.7712838,4752.462793,6.648928544,0.298851554,5.844467969,10.74480377,5.283059911,107.9597663,31.51297538,11.1135054,1.870849609,3.27913677,46.55016667,20794.77629
Unknown31,Margin,1,Infected,48,Not treated,1.398167443,616.6946088,8.796218838,1335.031186,3.287656093,1.693938024,244.8389522,45.80958864,2.250698913,39.27594097,52.22434222,22.31946812,25.86216748,7.496948242,0.695702464,758.6250759,2.353226985,47.12430641,1.121585937,0.109588355,1.045593262,1.263472361,16.78851566,5.999450684,22.56681278,35.90084708,1852.902956,0.016634667,1.513426732,79.20494723,1171.402785,2.098536189,0.272849687,88.20758912,57.84464096,2453.018663,1.602892523,0.218751528,1.842179765,5.415101535,3.270801754,78.60462031,19.49023438,7.244376214,1.870849609,0.552035925,18.59462355,8494.641075
Unknown32,Margin,1,Infected,48,Not treated,1.153878788,584.8856723,7.896827536,1259.906439,3.027006232,1.219492057,201.8234206,38.12734169,2.648930957,34.76807111,52.22434222,17.57413233,23.8333737,7.496948242,0.782250004,612.1702103,1.949565294,43.33438715,1.010473925,0.077907105,1.045593262,1.105416649,16.04296181,5.999450684,22.84219242,31.27428408,1730.0349,0.233154297,1.42366484,67.79968519,1086.271209,1.942394429,0.486845239,75.03114684,101.3136182,2290.917255,0.901169903,0.218751528,1.915623364,6.373526774,2.87901749,73.17665269,19.49023438,8.917343675,1.870849609,0.13133023,17.54911641,7966.820561
Unknown33,Plaque,1,Infected,48,Not treated,2.426589214,856.2371406,32.33036484,2136.329722,7.573476698,4.196298072,512.7918782,67.39196057,5.777656227,85.52748592,85.94349378,37.2812774,102.2456954,7.496948242,1.396316311,1159.418128,8.035540854,299.5195086,2.113471014,0.379843086,0.151812114,2.001547774,21.7638776,5.999450684,55.74620974,57.29273082,2586.074302,0.11306567,3.044044051,144.9953813,1307.095294,6.902017347,1.149103763,249.6429259,267.6776045,3984.940285,3.855512914,0.278750238,4.104917504,11.71278952,3.920825708,113.5829311,52.10634459,14.88509457,0.435667129,1.465532372,72.14785478,16754.37165
Unknown38,Margin,1,Infected,48,NRP1,1.936440477,418.1477166,14.30208476,3317.521067,4.038366906,6.429723146,76.03433991,54.85847585,2.451034269,61.42901927,62.87654782,71.03070243,27.96004848,7.496948242,0.695702464,607.7025056,2.152120562,50.2282194,0.954822758,0.321188802,1.045593262,1.422487768,23.32759245,41.65925394,23.39348474,19.08585546,461.8695922,0.233154297,1.690964194,662.3620062,11328.7995,7.363687522,1.092346191,277.0944847,153.9127936,3411.064427,2.707658528,0.298851554,3.668714946,10.09331335,4.905361724,166.8842338,36.82746378,9.46973906,1.870849609,0.468396416,19.24636413,4694.175242
Unknown39,Plaque ,1,Infected,48,NRP1,1.691642146,710.5347026,14.62389129,4366.231604,4.983351692,4.454971797,295.2395187,72.76042046,6.984452012,79.39343287,56.98368188,25.32662819,31.51106044,7.496948242,0.946968909,733.3248825,5.819867529,50.29722684,1.232468157,0.321188802,1.045593262,1.454397036,15.72768996,5.999450684,18.4576543,43.58642321,1288.166305,0.11306567,2.210458284,318.073923,1896.638247,9.203060932,0.486845239,301.5758716,142.2085068,2860.944699,2.707658528,0.258697532,2.940126509,6.017939114,4.060813651,103.9380318,19.49023438,8.084008734,1.870849609,0.635524963,23.26162249,14855.46044
Unknown32,Margin,1,Infected,48,Not treated,1.74058562,583.1502897,7.896827536,1146.990894,4.038366906,2.923305483,184.4369707,32.86745374,2.941706492,31.3540067,53.41819912,20.16576609,24.09499241,7.496948242,0.739378648,503.7820378,1.745385344,40.71828904,1.121585937,0.261918114,1.045593262,1.358773187,14.82925036,5.999450684,26.99402094,32.33241766,1582.591461,0.090349402,1.333170708,67.48582951,911.8425246,2.04226621,0.704915336,75.67023853,140.4753877,2166.991368,1.965331198,0.198866458,2.208998837,8.324814756,3.178409492,72.08904444,19.49023438,5.542576052,1.870849609,0.80214168,17.67999538,8146.318704
Unknown33,Plaque,1,Infected,48,Not treated,2.819170934,894.1596787,32.58678497,2208.140977,7.573476698,4.454971797,488.8710744,68.53567661,5.952225771,89.68475168,97.2350443,39.83052952,94.39457016,7.496948242,1.535716814,1068.270053,8.763153691,302.6562602,2.551103351,0.379843086,0.259362244,1.936757452,23.69807915,5.999450684,65.95120737,60.81279564,2583.81123,0.11306567,3.166384776,148.6321317,1152.700657,7.244098631,1.26143904,260.8756086,278.1674887,4316.894857,3.855512914,0.188948073,4.540526019,12.88346058,4.435222107,118.129488,51.29036501,13.27838078,0.149806625,1.382800517,69.42378507,18012.10202
Unknown38,Margin,1,Infected,48,NRP1,1.593780861,415.2348501,13.87079557,8976.117974,4.983351692,6.56329539,68.3370097,41.69511781,2.451034269,61.88530911,64.04821594,76.47735633,30.45732493,12.73200968,0.865853429,655.865466,4.307115718,40.99357615,1.453635393,0.201859827,0.048242538,1.231780912,22.20009124,56.68363485,16.01171764,28.48203945,403.1859792,0.233154297,1.778828339,623.0894181,19203.15513,7.37176155,0.272849687,247.5414735,169.5322777,3821.850943,2.333848528,0.278750238,3.668714946,8.548822995,4.482132352,169.0117326,21.46672825,11.1135054,0.149806625,0.80214168,21.45337365,5450.257565
Unknown39,Plaque,1,Infected,48,NRP1,3.113847267,882.3083122,17.07475022,4871.251273,6.741918918,5.501090781,340.9028258,71.92323068,9.148381357,93.59114791,99.47724103,28.75331402,40.19916388,7.496948242,1.324967096,782.1799541,7.486546975,73.77246997,1.674124227,0.610124566,1.045593262,1.872071291,24.4315151,5.999450684,38.10890563,66.75538329,1735.390829,0.15714676,2.589796201,356.8933307,1326.504119,10.8557798,0.815081427,325.5160253,184.1144823,3503.606617,4.245665678,0.379690796,4.39538427,7.986925271,5.094040828,146.1320618,13.14786535,9.46973906,1.870849609,1.630877028,32.20612943,19726.74619
Unknown17,Whole sample,2,Not infected,72,Not treated,2.819170934,617.3836107,23.93948027,543.0691173,5.43725041,11.63333741,177.2829179,38.12734169,4.981724656,20.81216148,123.8384249,47.88017068,32.69825496,7.496948242,1.252387031,419.0707336,7.302877242,78.08415747,2.551103351,0.321188802,0.593663984,1.743024663,30.93906099,38.27103373,28.10777158,27.79089912,548.5568536,0.233154297,1.952930792,765.3389986,2604.614597,10.64902168,0.066243319,316.9218486,208.3507987,7445.679987,3.66174999,0.179046775,4.685610148,7.646594767,2.398491744,72.90481642,44.43581029,11.65738841,0.000159573,1.548223443,22.87479144,9530.090252
Unknown18,Whole sample,2,Not infected,72,Not treated,2.524698478,1726.4731,13.70838731,895.0168125,4.517705644,13.46257398,116.635519,36.65903605,4.892147273,13.97624899,103.9467481,71.86918585,20.89238114,7.496948242,1.252387031,1024.056545,6.379025453,37.55403218,2.823927002,0.408975772,0.938181708,1.614436596,25.46281885,95.52791757,22.29161127,23.03579007,385.2281151,0.066991359,1.73496754,784.2634647,7386.755813,8.386155259,0.168177073,275.6808473,214.7075894,6754.411744,3.468910628,0.308919537,4.540526019,6.608364995,1.764817651,75.89267359,15.05068256,11.1135054,0.000159573,2.291054695,13.85934803,5733.206907
Unknown19,Whole sample,2,Not infected,72,Not treated,7.057973521,1937.750548,56.98681213,2944.276068,12.14786072,53.06333283,299.1086437,825.5940009,32.81652728,160.653314,251.5263049,99.44244121,47.11902558,7.496948242,2.305437824,1281.002974,12.33991747,90.4960414,4.72357981,1.333221766,3.226449479,3.381992242,44.34874826,125.45362,50.04947517,82.20082128,1533.94804,0.016634667,4.282548269,987.0899033,81177.20717,32.42780349,0.595464649,733.5772887,380.5386901,21150.20926,12.12284896,0.420341912,11.32220328,13.20072714,10.63679087,144.0020417,61.34800017,14.88509457,1.200543204,4.348167232,32.71332865,30875.42886
Unknown20,Whole sample,2,Infected,72,Not treated,8.295267906,3974.42478,66.58371775,7888.976033,14.93737862,44.4463066,166.0975295,202.6177108,12.80424299,96.15969875,366.4193563,356.2879836,36.67014066,12.40110217,3.139676389,2498.006496,14.09754251,60.17964182,4.290583416,1.794963592,3.350054516,2.852116225,65.846867,447.7776966,32.87134015,63.57447399,356.2207798,0.066991359,5.854309325,857.5873574,113676.1012,66.47735006,0.704915336,1397.074908,1114.655066,22960.52931,18.97765968,0.604832768,13.4779037,10.96081199,14.46992597,242.800383,83.24954912,13.8154423,0.435667129,6.732039564,22.74577106,11218.63882
Unknown21,Whole sample,2,Infected,72,Not treated,4.984140003,2451.270569,25.01149965,2775.692516,10.6860425,24.50010748,219.4845156,67.10484106,7.154181824,40.86838424,207.0566553,102.7739044,36.20553163,9.755218963,2.660341426,1168.347282,11.98619087,69.05018677,4.669485587,0.723390555,2.005213633,2.852116225,42.8454531,93.93579368,57.06829965,46.95353307,949.0407147,0.199932125,3.125672661,1458.746587,21768.52067,15.57011035,0.272849687,470.0782371,348.2980775,7647.514801,8.71743703,0.399998518,7.433761695,12.0333019,8.371384054,142.4042463,25.53655766,16.7438742,0.576336288,4.019319901,26.4727825,12473.43915
Unknown22,Whole sample,2,Infected,72,Not treated,8.493421787,3518.279874,88.68469701,6364.444672,13.56248143,52.43265055,450.1054111,914.7158756,58.526966,183.0804726,272.9821743,207.06737,54.19635543,4.472954376,3.221884299,2804.571839,14.09754251,147.2344174,4.507152359,1.605565782,3.041494087,3.51511483,53.46513585,244.0276928,78.57958808,83.85705323,1822.25412,0.11306567,5.324424362,3526.60671,15080,50.55043136,1.037235328,1213.805775,981.0618362,17202.98156,12.77258189,0.5430778,12.04102429,16.95938039,18.66744354,243.0677215,83.24954912,13.54710476,0.435667129,4.923560964,38.64891494,25344.83675
Unknown17,Whole sample,2,Not infected,72,Not treated,2.181428679,550.0401088,23.25306926,485.937715,5.880895544,8.454452216,189.9836419,32.86745374,5.160159427,18.19572307,119.4470112,39.83052952,27.96004848,7.496948242,0.695702464,412.3048953,2.949159216,79.47627857,2.113471014,0.379843086,1.045593262,1.20012866,30.04134093,45.02768346,37.68221085,22.36897912,540.0621435,0.233154297,1.646813605,917.1747663,1953.863717,10.68130382,0.168177073,329.4618493,175.4767807,6759.769878,3.855512914,0.298851554,3.668714946,6.725167673,1.764817651,64.45475437,52.91437362,10.8408432,1.870849609,1.465532372,21.06484509,7679.934561
Unknown18,Whole sample,2,Not infected,72,Not treated,2.328505276,1773.815453,14.19450342,792.9021149,5.880895544,11.49352403,127.4600436,31.29563309,3.608853412,13.54309416,130.3973384,65.57547866,20.10849227,0.527821948,1.324967096,1115.062682,5.067812787,40.64947063,2.332474272,0.379843086,0.048242538,1.295202116,26.42585041,81.12572837,40.53345525,19.41019899,414.8811145,0.016634667,1.86613972,1052.354846,4838.368389,8.437440124,1.092346191,270.738031,181.2703977,6672.419925,4.245665678,0.339188973,3.668714946,4.796773052,1.675062103,76.97792689,54.50768676,8.362450552,1.870849609,1.465532372,13.59370379,5799.752626
Unknown19,Whole sample,2,Not infected,72,Not treated,6.662476311,1937.750548,55.73689235,3179.954485,10.6860425,45.84795767,290.5959427,769.620324,30.64909767,146.9973647,246.3942712,89.01799427,43.48056912,7.496948242,1.900591532,1389.414726,13.04509904,86.86491923,4.72357981,1.223588327,2.857106981,2.984172976,40.90383378,122.3297894,55.01290998,82.20082128,1496.793987,0.066991359,4.787777166,1270.880683,15080,32.42288391,0.925876908,756.2314041,371.4135414,20552.18785,12.77258189,0.471347198,10.89076467,16.64886176,10.04946088,142.9368726,64.94964603,16.2143979,0.435667129,4.10153681,32.84007326,32427.76059
Unknown20,Whole sample,2,Infected,72,Not treated,7.602131986,3746.310188,62.62334862,7926.776395,13.90968595,46.15990083,158.8655444,188.385117,12.49323605,84.99244764,321.4961533,348.0342839,35.01234312,18.36237441,3.056805107,2160.370904,12.6928786,56.16792955,4.073860717,1.713905265,2.795776332,3.415249634,62.77888294,362.8978123,38.10890563,51.50623784,322.8347069,0.066991359,5.703555158,1890.352749,15080,63.16000796,0.595464649,1133.933056,1079.800786,20253.8313,14.30087348,0.563636211,11.46599085,9.21543718,13.00313859,239.0586769,74.44264661,10.5676821,0.293742112,5.663313819,26.08854086,10811.11584
Unknown21,Whole sample,2,Infected,72,Not treated,5.082746493,2424.621398,24.52519176,2701.84922,10.87167204,25.09419174,237.443061,58.85154876,7.154181824,38.70332152,191.3450377,95.27523459,37.06864589,5.132325398,2.660341426,1251.857485,11.27633387,71.27157729,4.507152359,1.168599421,1.705014329,2.852116225,39.47511823,134.7925674,67.74182007,52.65524488,1010.06321,0.178675334,3.003125248,1660.270183,18509.89341,16.19844349,0.432896033,469.3358745,357.8453735,7390.450964,7.47003248,0.502044851,8.29913452,10.31108236,8.540875444,142.9368726,36.82746378,15.15162186,0.435667129,4.759169904,25.83222193,12892.04805
Unknown22,Whole sample,2,Infected,72,Not treated,8.642070324,3964.89722,93.29418105,6350.526011,12.86054888,60.83571558,384.3711887,946.8670546,56.16904407,185.175791,295.3025578,218.2000089,54.26487141,7.496948242,3.276334909,2168.887554,15.4917017,133.2934577,5.047979663,1.551276058,3.411944507,3.182783298,52.07324546,134.7925674,73.59254616,84.68723255,1845.442197,0.15714676,5.665788485,2093.339592,15080,54.04490354,0.815081427,1244.39879,1062.68061,18325.64764,13.86252458,0.563636211,11.03459057,18.5067158,20.54723292,248.9517475,78.29014916,15.94919092,0.000159573,4.594774219,40.28385405,26060.86997
Unknown27,Margin,1,Not infected,72,Not treated,3.900548418,1348.675549,30.19733551,362.4348832,7.161036392,5.501090781,550.5882244,111.8558793,5.777656227,162.7678068,90.47689284,13.2338327,72.18647464,7.496948242,1.103030962,3025.429791,6.749712388,171.8170291,2.16825953,0.524443585,0.151812114,2.196514057,20.99099039,5.999450684,25.88302484,65.95772902,2129.911442,0.016634667,1.778828339,218.8379919,135.547728,10.31376828,0.486845239,293.3954573,251.3375028,3285.880286,3.855512914,0.308919537,4.104917504,7.873764171,2.035299558,69.91167221,19.49023438,9.745052943,0.076452662,1.630877028,47.67491618,20962.44006
Unknown28,Margin,1,Not infected,72,Not treated,3.703757835,1344.872958,30.59746991,370.6272036,4.983351692,6.030338703,533.6499031,112.3325052,5.865038773,155.3533361,77.95099437,12.36203063,77.53932687,7.496948242,1.025939331,2972.46404,5.632586951,201.0972434,1.674124227,0.43799367,1.045593262,2.196514057,22.95448883,5.999450684,21.32981329,65.16168399,2327.483148,0.016634667,1.513426732,207.3405338,148.8328412,11.23801147,0.37922205,360.0936335,239.9858915,3058.806825,4.245665678,0.278750238,4.540526019,8.43693917,2.216553858,74.26356659,19.49023438,12.19943458,1.870849609,2.043675786,53.53591496,20577.65677
Unknown29,Plaque,1,Not infected,72,Not treated,6.662476311,1622.296162,45.49320226,2255.644924,7.573476698,12.05357149,616.7605184,247.7938115,10.28106919,236.8286301,141.2588949,24.89756555,73.11020609,7.496948242,2.05920638,2710.047079,11.63167241,193.0157006,3.096298805,0.779667771,0.259362244,2.392317803,24.22296274,13.74080131,38.53595243,80.55015263,2343.92859,0.199932125,2.673098547,418.1351979,1091.177233,16.04460185,0.37922205,512.2108844,257.9666466,6665.304926,7.058370685,0.248690408,7.289440086,12.24643878,4.08416751,118.9313537,19.49023438,13.00926139,0.149806625,7.38995173,50.29613131,23046.12956
Unknown30,Plaque,1,Not infected,72,Not treated,6.563636127,1715.81068,48.27770047,2493.382019,7.161036392,15.45477539,745.107455,263.0080987,9.636262121,266.3079048,154.1877675,21.88913121,75.4627563,7.496948242,1.025939331,3027.488127,7.302877242,205.5506863,2.058655965,0.751556436,0.369242015,2.001547774,26.0728654,5.999450684,41.10555577,63.57447399,2436.285923,0.066991359,2.879936188,457.5576828,1029.520282,17.03844092,0.595464649,541.129487,246.8440958,7903.824727,5.435020553,0.258697532,5.844467969,12.24643878,4.576023328,124.8078107,25.53655766,10.01980313,0.149806625,4.10153681,52.53965802,24014.44985
Unknown27,Margin,1,Not infected,72,Not treated,3.802143912,1226.927376,28.73107228,339.8473725,3.542708217,6.030338703,492.8474855,105.1092869,5.42609114,146.9973647,75.6525391,10.61393256,62.06667109,7.496948242,0.986704128,2524.736062,6.006690012,162.9018303,1.232468157,0.43799367,0.000523866,2.066439205,21.10216912,5.999450684,23.66939672,50.36149781,1997.807728,0.233154297,1.602510778,205.7598135,124.0651349,10.29123262,0.486845239,309.7758165,207.0616668,3018.76471,4.245665678,0.120052247,3.231825371,8.324814756,2.125838164,69.36686631,19.49023438,7.244376214,0.000159573,1.217199054,49.04846958,19343.26397
Unknown28,Margin,1,Not infected,72,Not treated,3.212115502,1254.657616,29.15791985,346.2541391,6.31546713,4.325481769,557.8735965,113.2837543,5.602288906,151.0212695,83.66785295,11.48877003,67.31193372,7.496948242,0.782250004,3006.975779,6.564568139,162.39952,1.7291537,0.321188802,1.045593262,1.936757452,21.43415733,5.999450684,21.46707867,53.42358939,2057.723179,0.233154297,1.602510778,213.4079867,146.6351787,10.11106794,0.272849687,314.776523,246.8440958,3005.436929,2.333848528,0.278750238,3.959586807,6.373526774,2.171174281,64.18136951,19.49023438,8.917343675,1.870849609,1.382800517,48.049643,19400.19074
Unknown29,Plaque,1,Not infected,72,Not treated,6.267198791,1605.963618,46.47524413,2554.704752,6.31546713,12.33437618,609.3382451,239.8330529,9.148381357,244.3438734,162.7491714,25.32662819,68.2267058,7.496948242,1.360788799,2586.04375,9.486200673,183.586617,2.223022374,0.835736415,0.480795956,1.872071291,24.32733731,5.999450684,57.06829965,66.75538329,2149.746188,0.066991359,2.631489492,465.1946672,1125.552807,16.8856732,0.704915336,501.3629495,255.7712838,7174.552146,6.241810064,0.308919537,5.844467969,12.13992261,4.34147312,123.2057895,5.595536422,10.01980313,0.149806625,2.949972362,48.6739842,23327.16016
Unknown30,Plaque,1,Not infected,72,Not treated,6.860197779,1625.436454,50.16229154,2344.141799,7.979797008,11.21430238,806.3299174,249.1483167,10.44130941,250.3072859,175.5123088,24.46833139,75.4627563,7.496948242,1.178455976,2846.482832,9.30584375,224.0431497,2.223022374,0.807727011,0.314062153,2.556082074,24.01361659,5.999450684,62.68042138,65.95772902,2427.459261,0.15714676,2.962135177,431.8791747,982.4689413,17.56774874,0.595464649,492.4035764,260.1480768,7386.773944,6.853365909,0.349299663,6.278325829,12.24643878,4.34147312,125.8755712,34.76494697,9.46973906,1.870849609,6.403159484,52.16592865,22363.39217
Unknown34,Margin,1,Infected,72,Not treated,2.230447489,287.4237735,17.17860809,5557.384699,5.43725041,2.67340611,144.6946991,45.13515041,4.166067511,52.41440322,69.87483307,45.76497998,32.0384688,0.527821948,0.946968909,550.6687034,4.307115718,60.17964182,1.674124227,0.379843086,1.045593262,1.743024663,23.9086416,5.999450684,23.25559513,45.45187804,568.1376217,0.016634667,2.380003645,308.0578912,3748.534592,11.47195543,0.325858086,367.3367068,185.5239563,3315.215193,3.086167584,0.188948073,5.1929841,8.994084806,3.920825708,93.99615482,16.80493252,8.640220636,1.870849609,0.968378825,25.06248609,13447.51966
Unknown35,Margin,1,Infected,72,Not treated,2.426589214,382.9886752,20.8219653,6601.792234,4.983351692,5.501090781,186.0232379,56.09944642,4.349260954,63.45143623,79.0976514,53.7921002,45.3641899,7.496948242,1.025939331,710.191609,5.256579396,105.6968749,1.674124227,0.379843086,1.045593262,1.614436596,40.48580877,2.241266945,25.74434527,41.73421358,862.1352166,0.016634667,2.082204515,304.668457,5494.569113,14.68077695,0.220259148,443.7971816,203.1569864,4417.911236,3.086167584,0.318998633,5.120540025,8.994084806,5.046838782,122.1375128,38.8181808,6.113571176,1.870849609,0.968378825,33.85325783,16011.80312
Unknown36,Plaque ,1,Infected,72,Not treated,2.279473059,496.8270582,44.77760596,5358.525883,4.752105983,5.23794899,252.2245662,75.25014438,3.420291855,134.1875064,90.47689284,34.7280786,84.76671599,7.496948242,1.324967096,869.7988603,6.564568139,225.8862146,1.453635393,0.291639392,1.045593262,1.936757452,23.59248814,11.90146711,33.57590159,62.78333577,679.562822,0.066991359,2.295431242,230.1314621,1980.354211,10.70713575,0.486845239,326.9503768,225.8036428,4188.002801,3.66174999,0.179046775,3.959586807,8.660473051,4.529066158,108.2277216,19.99365308,7.525001451,1.870849609,1.134320363,55.02937948,22203.85052
Unknown37,Plaque,1,Infected,72,Not treated,2.62283231,531.8001557,47.14361012,6300.765345,4.983351692,4.454971797,337.8046264,77.16500495,4.074017233,140.782517,106.1743303,33.8760798,89.0802021,7.496948242,1.396316311,994.2984768,6.193070865,249.6927585,1.121585937,0.495720227,1.045593262,2.13142887,25.10398501,38.27103373,40.53345525,60.81279564,727.235127,0.066991359,2.210458284,259.7829982,2040.974241,10.93017489,0.486845239,328.3852927,225.8036428,4592.525613,3.855512914,0.179046775,4.39538427,8.994084806,4.811152909,115.9905075,22.87595414,10.01980313,1.870849609,1.630877028,60.24890006,24251.66001
Unknown34,Margin,1,Infected,72,Not treated,2.770077608,292.0370471,15.63413301,6902.838458,5.880895544,5.765233606,113.697367,46.81339631,4.257812574,52.86630075,71.03412597,44.91830411,32.17037882,7.496948242,1.140940212,555.5183093,3.729861188,60.87179987,1.453635393,0.261918114,0.048242538,1.105416649,27.27466642,5.999450684,19.82286333,42.10357762,540.5935743,0.016634667,1.86613972,283.0012747,4951.632986,12.34170193,0.168177073,353.586321,175.4767807,3460.312667,2.707658528,0.2386967,3.814187092,7.646594767,3.920825708,93.72697966,19.49023438,10.5676821,1.870849609,1.548223443,22.74577106,12473.43915
Unknown35,Margin,1,Infected,72,Not treated,2.426589214,274.290633,15.73973342,5467.479076,5.880895544,4.196298072,96.6772135,46.14522239,3.795942424,50.67341131,67.55034598,46.61130958,30.12831834,7.496948242,0.906698596,576.0592613,4.498187612,52.16094968,1.232468157,0.321188802,1.045593262,1.550324626,24.53549774,5.999450684,17.77675128,43.21490961,476.7984198,0.066991359,1.952930792,267.5324468,4541.713261,11.64128215,0.432896033,373.1407211,169.5322777,3303.174734,2.707658528,0.2386967,4.250182345,7.646594767,4.014125126,90.49471628,19.49023438,6.680713434,1.870849609,1.134320363,23.51932124,11654.03819
Unknown36,Plaque,1,Infected,72,Not treated,2.524698478,451.4397072,40.70552385,6110.959057,4.517705644,4.975850422,187.6082879,66.24055839,3.608853412,131.3661146,83.66785295,29.60846973,68.9315144,7.496948242,1.140940212,818.518648,6.564568139,176.4312954,1.010473925,0.408975772,1.045593262,1.904401153,20.99099039,5.999450684,23.66939672,53.42358939,512.8619454,0.016634667,2.295431242,229.5635139,2359.630307,9.947161425,0.595464649,324.0822397,192.4519775,3879.93801,3.086167584,0.228716896,3.450362755,8.883097792,4.34147312,99.37421731,19.49023438,10.01980313,1.870849609,1.961171001,49.04846958,21903.41058
Unknown37,Plaque,1,Infected,72,Not treated,2.426589214,452.1594066,38.73139864,5202.889522,5.880895544,5.23794899,214.3930922,71.92323068,4.166067511,123.8630331,83.66785295,29.60846973,72.18647464,7.496948242,1.064705667,877.6899198,6.564568139,175.060509,1.563957141,0.495720227,1.045593262,1.518316108,20.99099039,5.999450684,31.74617194,56.51530325,516.0723658,0.042689772,2.082204515,233.632243,1948.479716,9.552411887,0.704915336,310.1327742,200.5217564,3821.850943,3.277035061,0.258697532,4.540526019,7.986925271,4.08416751,95.34162997,19.49023438,7.8048686,1.870849609,0.80214168,51.66750629,21329.07619
